X,Y,OBJECTID,EGIS_ID,REG_ID,BSTP_GEO_ID,BSTP_OPS_TCD,BSTP_EFF_DATE,BSTP_TCD,AT_STR,ON_STR,BSTP_HDG,BSTP_POS_TCD,BSTP_LDC,BSTP_MSG_TEXT,BSTP_LAT_LON_TCD,BSTP_INV_SYR_TCD,BSTP_INV_SRV_DATE,BSTP_BNH_CNT,BSTP_BST_TCD,BSTP_IFC_OWN,BSTP_HAS_BKRS,BSTP_HAS_PRS,BSTP_HAS_PVM,BSTP_HAS_PRM,BSTP_PDP_SIZE_TCD,BSTP_PDP_MTR_TCD,BSTP_PDP_OBS_TCD,BSTP_PDP_HAS_CCN,BSTP_HAS_BDR_PDP,BSTP_BDR_PDP_OBS,BSTP_SWK_WDT,BSTP_SWK_HAS_CCN,BSTP_SWK_HAS_PPC,BSTP_SWK_SLP_WVL,BSTP_SWK_OBS_TCD,BSTP_SWK_IPD_TCD,ONS_CRP_SLP,ONS_CRP,OFS_CRP,AT_STR_ABS_CRP,AT_STR_OSS_CRP,ONS_CWK,OFS_CWK,AT_STR_ABS_CWK,AT_STR_OSS_CWK,ON_STR_STS_OR_TFL,ON_STR_PDC_SGL,AT_STR_PDC_SGL,BSTP_PRK_RST_TCD,BSTP_NPK_ZNE_LTH,CNF_NPK_SNS,STR_LGT_WTN_30_FT,BSTP_HAS_LED_DSP,BSTP_ACC_RATING,BSTP_BRDG_STP,BSTP_HAS_LUM_SIGN,BSTP_HAS_PWR_SRC,METRO_ACCS_STP,BSTP_LON,BSTP_LAT,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,CREATOR,CREATED,EDITOR,EDITED
-77.0200402942779,38.9418977978087,3393,1302084,1002360,8174,PRS,1943/04/04 00:00:00+00,REV,UPSHUR ST NW,NEW HAMPSHIRE AVE NW,30,NEA,BASE PLATED,NEW HAMPSHIRE AVE NW + UPSHUR ST NW,,KFH,2006/03/29 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,9,Y,Y,N,LSC,UNK,4.19999981,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-77.020038,38.94189,BusStopPt_5391,,{7E112BE8-B45F-4720-ABC8-D0624B25F28A},,,,
-76.8696521570746,38.9418012322797,3394,1310404,3001474,8118,PRS,1978/12/03 00:00:00+00,UNK,ARDWICK ARDMORE RD,JEFFERSON AVE,30,MID,@ C&P POLE #P-10390,JEFFERSON AVE + ARDWICK ARDMORE RD,,WSV,2019/05/21 14:57:48+00,0,EXM,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,Y,NON,NON,7.80000019,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,NSG,150,N,Y,N,N,U,N,N,U,-76.86965,38.941793,BusStopPt_2105,,{CD954F5C-66C5-4BC4-941E-B0C860E3EFE1},,,,
-77.0235192898124,38.9418697913559,3395,1302234,1002344,8146,PRS,1901/01/01 00:00:00+00,REV,8TH ST NW,UPSHUR ST NW,89,NEA,UNKNOWN,UPSHUR ST NW + 8TH ST NW,,KFH,2009/06/17 00:00:00+00,1,INS,UNKW,N,N,N,N,58O,CON,SHL,Y,N,E,6,N,Y,N,NON,UNK,5.19999981,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,NSG,,N,N,U,N,U,U,U,U,-77.023517,38.941862,BusStopPt_5759,,{EE5423BE-04E7-4ADD-B8D2-E42B1AFE5CE4},,,,
-77.0910393146581,38.9418127964364,3396,1304326,1002341,8137,PRS,1901/01/01 00:00:00+00,REV,46TH ST NW,MASSACHUSETTS AVE NW,314,FAR,UNKNOWN,MASSACHUSETTS AVE NW + 46TH ST NW,,KFH,2006/04/14 00:00:00+00,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,Y,N,E,3,Y,Y,Y,BSP,UNK,,N,N,Y,Y,N,N,Y,N,Y,Y,N,NSG,,N,Y,U,N,U,U,U,U,-77.091037,38.941805,BusStopPt_4314,,{B1F97D7B-0259-4517-A4F7-E9F457F4F3AB},,,,
-77.113077322501,38.9417317939978,3397,1304310,2001019,12125,PRS,1901/01/01 00:00:00+00,UNK,NATIONAL IMAGERY & MAPPING,MACARTHUR BLVD,308,NEA,E OF ENTR TO -,MACARTHUR BLVD + NATIONAL IMAGERY & MAPPING,,KFH,2012/03/20 00:00:00+00,1,INS,NAPP,N,N,N,N,58U,CON,NON,Y,Y,N,2,Y,Y,Y,NON,NON,,N,N,N,Y,Y,N,N,Y,Y,Y,N,NSG,150,N,N,N,N,U,U,U,U,-77.113075,38.941724,BusStopPt_62,,{4B756715-6531-4C3D-BF2A-0F4E26687B8C},,,,
-76.9516642693561,38.9417717940482,3398,1305764,3001482,8140,PRS,1958/09/07 00:00:00+00,REV,VOLTA AVE,RHODE ISLAND AVE,47,NEA,UNKNOWN,RHODE ISLAND AVE + VOLTA AVE,,WSV,2019/05/01 10:52:57+00,0,EXM,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,Y,NON,NON,3,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,NPL,150,N,Y,N,Y,U,N,N,U,-76.951662,38.941764,BusStopPt_8994,,{68EF47B4-2B00-4A47-AAC6-D70BE5CD2E14},,,,
-76.86599124348,38.9416988031624,3399,1310282,3001478,8126,PRS,1988/09/25 00:00:00+00,UNK,#8440,ARDWICK ARDMORE RD,290,FAR,W OF ENTR TO-EXTD,ARDWICK ARDMORE RD + #8440,,WSV,2019/04/02 15:31:07+00,0,EXM,NAPP,N,N,E,N,NON,EXM,EXM,E,N,E,4,Y,E,N,NON,NON,0,N,N,N,N,N,N,N,N,N,N,N,NPL,0,N,Y,N,N,U,N,N,U,-76.865989,38.941691,BusStopPt_6864,,{7D77EBC9-D58F-4026-BE0D-EC1B79402032},,,,
-76.9563195180201,38.9417404847238,3400,1305370,3001481,8139,PRS,1901/01/01 00:00:00+00,REV,TAYLOR ST,38TH ST,356,NEA,UNKNOWN,38TH ST + TAYLOR ST,,WSV,2019/05/20 10:18:55+00,0,EXM,NAPP,N,N,N,N,SWK,EXM,EXM,E,Y,N,8,Y,E,Y,NON,NON,5.4000001,N,N,Y,Y,N,N,Y,N,N,N,N,NPL,150,N,Y,N,N,U,N,N,U,-76.956317,38.941733,BusStopPt_2601,,{EC5AE1FA-04B1-429E-BD7D-70A9973D89C9},,,,
-77.0363402942484,38.9417207902763,3401,1301752,1002340,8136,PRS,1993/12/12 00:00:00+00,REV,UPSHUR ST NW,16TH ST NW,360,NEA,@ STOP BAR,16TH ST NW + UPSHUR ST NW,,KFH,2006/04/28 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,6,N,Y,N,NON,UNK,2.20000005,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,YMR,,N,Y,U,Y,U,U,U,U,-77.036338,38.941713,BusStopPt_56,,{11AC8FDC-034F-40FF-B135-89E0818C8245},,,,
-76.9718782764772,38.9417187966092,3402,1305546,1002342,18607,PRS,1978/06/12 00:00:00+00,REV,KAYWOOD PL,EASTERN AVE NE,136,FAX,@ CATCH BASIN,EASTERN AVE NE + KAYWOOD PL,,WSV,2018/09/24 13:05:17+00,0,EXM,WMAT,N,Y,N,Y,NON,EXM,EXM,E,N,E,5,Y,E,Y,NON,NON,3,N,Y,Y,Y,N,Y,E,Y,N,N,N,NPL,150,N,Y,N,N,U,N,N,U,-76.971876,38.941711,BusStopPt_2549,,{3B8F258F-4D06-4B7D-B914-FDF5E51DF416},,,,
-76.9521872722289,38.9416907993816,3403,1305763,3001479,8131,PRS,1958/09/07 00:00:00+00,REV,VOLTA AVE,RHODE ISLAND AVE,228,FAR,UNKNOWN,RHODE ISLAND AVE + VOLTA AVE,,WSV,2019/04/26 12:54:38+00,1,INS,NAPP,N,N,N,N,58U,CON,DIR,Y,Y,N,4,N,Y,Y,BSP,NON,6.4000001,N,N,Y,Y,N,N,Y,Y,N,N,N,NPL,150,N,N,N,Y,U,N,N,U,-76.952185,38.941683,BusStopPt_2540,,{9F5AB79E-8854-45E0-84B7-B33AEC16A229},,,,
-77.0253382912066,38.9416607971827,3404,1301978,1002335,8125,PRS,1901/01/01 00:00:00+00,REV,UPSHUR ST NW,GEORGIA AVE NW,348,NEA,UNKNOWN,GEORGIA AVE NW + UPSHUR ST NW,,KFH,2006/03/27 00:00:00+00,4,FRE,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,6,Y,Y,N,NON,UNK,4.30000019,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,NSG,,N,Y,U,N,U,U,U,U,-77.025336,38.941653,BusStopPt_6313,,{0B32BD69-E405-4CCC-A566-C44E245A1CD3},,,,
-76.9629352708239,38.9416517948223,3405,1305729,3001480,8134,PRS,1946/03/17 00:00:00+00,REV,TAYLOR ST,RAINIER AVE,133,NEA,UNKNOWN,RAINIER AVE + TAYLOR ST,,KFH,2006/08/24 00:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,4,N,Y,N,NON,UNK,6.69999981,N,N,Y,N,N,N,N,U,Y,N,N,NSG,,N,N,U,N,U,U,U,U,-76.962933,38.941644,BusStopPt_6088,,{F0D542F2-06F1-40FC-9027-11E274962502},,,,
-77.036536293698,38.9416487979686,3406,1301759,1002865,11768,PRS,1941/10/10 00:00:00+00,REV,UPSHUR ST NW,16TH ST NW,181,FAR,UNKNOWN,16TH ST NW + UPSHUR ST NW,,KFH,2006/04/28 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58O,CON,TRC,Y,Y,U,9,N,Y,N,NON,UNK,3.70000005,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,YMR,,N,Y,U,N,U,U,U,U,-77.036534,38.941641,BusStopPt_5531,,{2A13E6F2-ACF0-4339-B782-28B97B4E73B3},,,,
-77.0326342998146,38.9416407910936,3407,1301731,1002338,8130,PRS,1962/02/15 00:00:00+00,REV,UPSHUR ST NW,14TH ST NW,3,NEA,UNKNOWN,14TH ST NW + UPSHUR ST NW,,KFH,2006/04/28 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,6,N,Y,N,NON,UNK,6.0999999,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,NSG,,N,Y,U,Y,U,U,U,U,-77.032632,38.941633,BusStopPt_554,,{3B764064-CA94-4950-8E6E-41DDD9501F78},,,,
-76.9034112601248,38.9416038036518,3408,1301212,3001477,8124,PRS,1965/06/15 00:00:00+00,REV,COOPER LN,ANNAPOLIS RD,39,NEA,UNKNOWN,ANNAPOLIS RD + COOPER LN,,WSV,2017/01/24 11:26:37+00,0,EXM,NAPP,N,N,E,N,SWK,EXM,EXM,E,N,E,5,Y,E,Y,NON,NON,5.19999981,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,NPL,0,N,Y,N,Y,U,N,N,U,-76.903409,38.941596,BusStopPt_9427,,{037E9A2B-DDFB-4454-903F-EDA067CBC0B9},,,,
-77.0763123106375,38.941611796977,3409,1304647,1002337,19149,PRS,1964/04/10 00:00:00+00,UNK,#4000,WISCONSIN AVE NW,162,FAX,FRT OF #4000,WISCONSIN AVE NW + #4000,,KFH,2009/06/09 00:00:00+00,,UNK,UNKW,N,Y,N,N,58U,CON,NON,Y,N,E,7,Y,Y,N,NON,UNK,,N,N,N,N,N,N,N,N,N,N,N,NSG,,N,N,U,N,U,U,U,U,-77.07631,38.941604,BusStopPt_9903,,{0C14231D-1670-475A-9750-3B3F735BFB0C},,,,
-76.870008242173,38.9415478019386,3410,1310405,3001476,8123,PRS,1978/12/03 00:00:00+00,UNK,ARDWICK ARDMORE RD,JEFFERSON AVE,212,MID,OPPO C&P POLE #P-10390,JEFFERSON AVE + ARDWICK ARDMORE RD,,WSV,2019/05/21 15:00:58+00,1,INS,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NON,NON,9,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,NSG,150,N,N,N,N,U,N,N,U,-76.870006,38.94154,BusStopPt_6301,,{EBAC81E0-2627-4092-9E00-1EE49D5DD656},,,,
-77.091089313251,38.94157379444,3411,1304325,1002339,8133,PRS,1901/01/01 00:00:00+00,REV,TILDEN ST NW,MASSACHUSETTS AVE NW,132,NEA,UNKNOWN,MASSACHUSETTS AVE NW + TILDEN ST NW,,KFH,2006/04/14 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,6,N,Y,Y,NON,UPV,9.30000019,N,N,Y,Y,N,N,N,Y,Y,Y,N,NSG,,N,Y,U,Y,U,U,U,U,-77.091087,38.941566,BusStopPt_1747,,{ACCA1078-0B7D-49A0-9987-E7E47AFBCA3E},,,,
-77.0827113082683,38.9415587903999,3412,1304426,1002334,8121,PRS,1956/12/19 00:00:00+00,UNK,#4001,NEBRASKA AVE NW,33,FAR,BEGIN N OF DRWY-EXTD N 85',NEBRASKA AVE NW + #4001,,KFH,2006/03/24 00:00:00+00,,UNK,UNKW,N,Y,N,Y,58U,CON,NON,Y,N,E,6,N,Y,N,NON,UNK,,N,N,U,N,N,N,N,N,N,N,N,NSG,,N,N,U,N,U,U,U,U,-77.082709,38.941551,BusStopPt_8107,,{A94186A0-A74D-4FEE-83A8-BB8E9999EDAD},,,,
-76.866030240204,38.9414978006112,3413,1310281,3001475,8122,PRS,1988/09/25 00:00:00+00,UNK,#8335-8361,ARDWICK ARDMORE RD,111,NEA,"W OF ENTR TO; W OF SIGN H M SWEENY",ARDWICK ARDMORE RD + #8335-8361,,WSV,2019/04/02 15:31:48+00,0,EXM,NAPP,N,N,E,N,NON,EXM,EXM,E,N,E,4,Y,E,N,NON,NON,0,N,N,N,N,N,N,N,N,N,N,N,NPL,0,N,N,N,N,U,N,N,U,-76.866028,38.94149,BusStopPt_2859,,{AC796746-66D2-4067-9051-2A41726889F9},,,,
-77.0328332950345,38.9414537953004,3414,1301730,1002333,8120,PRS,1972/04/15 00:00:00+00,REV,UPSHUR ST NW,14TH ST NW,182,FAR,UNKNOWN,14TH ST NW + UPSHUR ST NW,,KFH,2006/04/28 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,7,N,Y,Y,NON,SLP,4.69999981,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,NSG,,N,Y,U,Y,U,U,U,U,-77.032831,38.941446,BusStopPt_380,,{FD00292F-1C0B-4F44-8144-38F9A9F9FCBB},,,,
-76.9874692833873,38.9413287999697,3415,1302061,1002332,8117,PRS,1941/07/30 00:00:00+00,REV,SARGENT RD NE,MICHIGAN AVE NE,222,NEA,UNKNOWN,MICHIGAN AVE NE + SARGENT RD NE,,KFH,2006/08/23 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,Y,N,E,3,Y,Y,N,NON,UNK,2.9000001,N,N,Y,N,N,N,Y,U,N,N,N,YMR,,Y,Y,U,N,U,U,U,U,-76.987467,38.941321,BusStopPt_9185,,{475BA073-304A-40F1-966D-5C55D5AFC742},,,,
-76.9173922640567,38.9412238030476,3416,1301138,3001473,8115,PRS,1966/08/15 00:00:00+00,REV,BLADENSBURG HIGH SCHOOL,57TH AVE,11,NEA,@ PEPCO POLE #861568,57TH AVE + BLADENSBURG HIGH SCHOOL,,KFH,2006/10/09 00:00:00+00,0,UNK,UNKW,N,N,N,N,<58,CON,NON,Y,N,E,4,N,N,Y,NON,UPV,,N,N,N,N,N,N,U,U,N,N,N,NSG,,N,Y,U,N,U,U,U,U,-76.91739,38.941216,BusStopPt_7095,,{E4C9B7E4-EC76-466B-BEC7-E6D662BA65C0},,,,
-77.0618943060323,38.9411697979252,3417,1301927,1002331,8116,PRS,1935/09/15 00:00:00+00,REV,TILDEN ST NW,CONNECTICUT AVE NW,153,NEA,BEGIN 33' N OF N CURB-EXTD N 120',CONNECTICUT AVE NW + TILDEN ST NW,,KFH,2009/06/09 00:00:00+00,1,INS,WMAT,N,Y,N,N,58U,BRK,NON,Y,N,E,6,N,Y,N,NON,UNK,5.80000019,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-77.061892,38.941162,BusStopPt_8654,,{510AF0E5-811B-42FF-AEEF-D5AA33948E2D},,,,
-77.0900353012861,38.9410831184398,3418,1304323,1002310,8077,PRS,1953/10/12 00:00:00+00,REV,45TH ST NW,MASSACHUSETTS AVE NW,312,NEA,UNKNOWN,MASSACHUSETTS AVE NW + 45TH ST NW,,KFH,2006/04/14 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58O,CON,TRC,Y,Y,U,5,N,Y,N,NON,UNK,10.30000019,N,Y,Y,N,N,Y,Y,U,N,N,N,NSG,,N,Y,U,N,U,U,U,U,-77.090033,38.941075,BusStopPt_54,,{72CD1FA5-A002-40C9-8C8E-0449E017DE27},,,,
-76.9021972506049,38.9410268037563,3419,1301317,3001471,8111,PRS,1993/12/12 00:00:00+00,UNK,WARNER AVE,COOPER LN,127,NEX,"@ HYDRANT; 100' N OF -",COOPER LN + WARNER AVE,,WSV,2017/01/24 11:22:46+00,1,INS,NAPP,N,N,N,N,NON,EXM,EXM,E,N,E,4,N,E,N,NON,NON,0,N,N,N,N,N,N,N,N,N,N,N,NPL,0,N,Y,N,N,U,N,N,U,-76.902195,38.941019,BusStopPt_9166,,{84B5E6E3-2AB3-4240-A4A0-00D4754ADE8D},,,,
-77.006192291887,38.9410407987061,3420,1311383,1002325,20543,PRS,2011/01/15 00:00:00+00,UNK,MAIN ENTRANCE,FORT DR NE,145,MID,LON -77.00581 LAT 38.940792,FORT DR NE + MAIN ENTRANCE,,UNK,1900/01/01 00:00:00+00,,UNK,UNKW,N,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,-77.00619,38.941033,BusStopPt_2498,,{9206B8B1-ECAE-41E5-B3D4-DBA95F14674F},,,,
-77.083374312804,38.9410067955183,3421,1304425,1002330,8108,PRS,1975/11/18 00:00:00+00,UNK,#4000,NEBRASKA AVE NW,214,NEA,UNKNOWN,NEBRASKA AVE NW + #4000,,KFH,2006/03/24 00:00:00+00,,UNK,UNKW,N,Y,N,Y,58U,CON,NON,Y,N,E,6,N,Y,N,NON,UNK,,N,N,U,N,N,N,N,N,N,N,N,NSG,,N,N,U,N,U,U,U,U,-77.083372,38.940999,BusStopPt_813,,{AF2631F2-6C06-4F37-86EC-457F70BE6EA8},,,,
-76.9343692602685,38.9410178009642,3422,1301392,3001472,8112,PRS,1901/01/01 00:00:00+00,UNK,TAYLOR ST,EDMONSTON RD,197,FAR,UNKNOWN,EDMONSTON RD + TAYLOR ST,,KFH,2006/04/04 00:00:00+00,,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,4,Y,Y,N,UTP,UNK,7.69999981,N,N,Y,N,N,N,N,N,N,N,N,NPL,,U,N,U,N,U,U,U,U,-76.934367,38.94101,BusStopPt_9253,,{E0B5FE4D-2E0A-431A-BF89-EB7E41AE3512},,,,
-76.9018922586581,38.9409928030984,3423,1301316,3001470,8103,PRS,1993/12/12 00:00:00+00,REV,WARNER AVE,COOPER LN,326,FAR,FRT OF #4005,COOPER LN + WARNER AVE,,WSV,2019/04/04 12:47:14+00,1,INS,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,Y,NON,NON,7.5,N,N,Y,E,N,N,Y,E,N,N,N,YUN,100,N,N,N,N,U,N,N,U,-76.90189,38.940985,BusStopPt_4981,,{5519A0CB-C42C-4A1D-A031-93E260EBE689},,,,
-76.990167280604,38.9409887968163,3424,1301849,1002326,8101,PRS,1958/09/07 00:00:00+00,REV,TAYLOR ST NE,12TH ST NE,1,FAR,UNKNOWN,12TH ST NE + TAYLOR ST NE,,KFH,2006/08/23 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,3,N,Y,N,NON,UNK,3.5,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-76.990165,38.940981,BusStopPt_9321,,{6D640B2E-FA6C-41EA-80EE-CA93C6EB50A7},,,,
-77.1732593434357,38.940841786347,3425,1305928,5001709,8100,PRS,1901/01/01 00:00:00+00,REV,KURTZ RD,DOLLEY MADISON BLVD,72,FAR,UNKNOWN,DOLLEY MADISON BLVD + KURTZ RD,,KFH,2012/04/03 00:00:00+00,0,UNK,NAPP,N,N,N,N,NON,EXM,NON,U,N,E,0,N,N,N,NON,NON,,N,N,N,E,N,N,N,E,N,N,N,NPL,150,N,N,N,N,U,U,U,U,-77.173257,38.940834,BusStopPt_8684,,{C3EFDB4C-4DBF-4616-98E0-397A541670F1},,,,
-76.9876212879886,38.9409417929272,3426,1302060,1002327,8104,PRS,1952/03/14 00:00:00+00,REV,TAYLOR ST NE,MICHIGAN AVE NE,40,FAR,UNKNOWN,MICHIGAN AVE NE + TAYLOR ST NE,,KFH,2006/08/23 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,4,N,Y,N,LSC,UPV,5.0999999,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,YMR,,N,Y,U,Y,U,U,U,U,-76.987619,38.940934,BusStopPt_9988,,{6005C696-ED85-4F48-9985-3F7FC59A9A82},,,,
-76.9342402662144,38.9409177994618,3427,1301391,3001469,8099,PRS,1901/01/01 00:00:00+00,UNK,TAYLOR ST,EDMONSTON RD,11,NEA,UNKNOWN,EDMONSTON RD + TAYLOR ST,,WSV,2018/09/26 12:54:46+00,0,EXM,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,5,Y,Y,Y,NON,NON,0,N,N,Y,Y,N,N,N,N,N,N,N,NPL,150,N,Y,N,N,U,N,N,U,-76.934238,38.94091,BusStopPt_7685,,{BBB21FAD-FE33-4795-8D00-9CFF2A07DEFE},,,,
-76.9816792784568,38.9408938002955,3428,1305845,1002329,8107,PRS,1978/02/19 00:00:00+00,REV,TAYLOR ST NE,SOUTH DAKOTA AVE NE,140,NEA,UNKNOWN,SOUTH DAKOTA AVE NE + TAYLOR ST NE,,KFH,2006/08/25 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,6,N,Y,N,NON,UPV,4.69999981,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,,U,Y,U,Y,U,U,U,U,-76.981677,38.940886,BusStopPt_6952,,{1034BCFE-F5F1-43B0-B79E-0C6BE060C298},,,,
-76.9903192880012,38.9408927991254,3429,1301740,1002328,8105,PRS,1954/03/07 00:00:00+00,REV,TAYLOR ST NE,12TH ST NE,181,NEA,UNKNOWN,12TH ST NE + TAYLOR ST NE,,KFH,2006/08/23 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,4.69999981,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,YUN,,U,N,U,Y,U,U,U,U,-76.990317,38.940885,BusStopPt_3272,,{F3E7945B-13C5-4DB1-BA06-C030392011B0},,,,
-76.9617702731021,38.9408637976271,3430,1305727,3001467,8092,PRS,1950/04/09 00:00:00+00,REV,34TH ST,RAINIER AVE,313,FAR,UNKNOWN,RAINIER AVE + 34TH ST,,WSV,2019/05/02 14:38:06+00,0,EXM,NAPP,N,N,N,N,NON,EXM,EXM,E,N,E,4,N,E,N,NON,NON,1.39999998,E,Y,N,N,N,N,N,N,N,N,N,NSG,80,N,N,N,N,U,N,N,U,-76.961768,38.940856,BusStopPt_7154,,{DCFAD84B-FC38-411A-A182-6A3CFF5E8EEF},,,,
-77.0208212961095,38.9408437992927,3431,1302101,1003056,13094,PRS,1943/05/14 00:00:00+00,REV,TAYLOR ST NW,NEW HAMPSHIRE AVE NW,27,NEA,BASE PLATED,NEW HAMPSHIRE AVE NW + TAYLOR ST NW,,KFH,2006/03/29 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,5,Y,Y,N,NON,UNK,4.9000001,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,NSG,,N,Y,U,Y,U,U,U,U,-77.020819,38.940836,BusStopPt_7200,,{2ABE9590-0603-4597-A129-CAE8219CD5D0},,,,
-77.0014932854947,38.940830798825,3432,1302227,1002318,8087,PRS,1980/10/17 00:00:00+00,UNK,THE HEIGHTS,TAYLOR ST NE,269,NEA,BET HAWAII & HAREWOOD,TAYLOR ST NE + THE HEIGHTS,,KFH,2006/06/16 00:00:00+00,,UNK,UNKW,N,Y,N,N,SWK,CON,NON,Y,N,E,6,Y,Y,Y,NON,SLP,,N,N,U,N,N,N,U,U,N,N,N,NSG,,N,Y,U,N,U,U,U,U,-77.001491,38.940823,BusStopPt_6605,,{6B61737F-6E67-45C3-877B-07A89DA4EAF4},,,,
-77.0002852807422,38.9408277992671,3433,1302228,1002319,8088,PRS,1982/11/23 00:00:00+00,REV,HAWAII AVE NE,TAYLOR ST NE,271,FAR,75' W OF -,TAYLOR ST NE + HAWAII AVE NE,,KFH,2009/06/19 00:00:00+00,1,INS,UNKW,N,N,N,N,58O,CON,SHL,Y,N,E,5,N,Y,N,NON,SLP,4.69999981,Y,Y,Y,N,Y,Y,Y,U,Y,Y,Y,NPL,,U,N,U,N,U,U,U,U,-77.000283,38.94082,BusStopPt_8993,,{CCAC6ABB-2A45-41AA-B5F4-114A753C2E8E},,,,
-77.0029292867145,38.9408227992956,3434,1302232,1002324,8094,PRS,1983/11/08 00:00:00+00,REV,HAREWOOD RD NE,TAYLOR ST NE,271,NEA,10' E OF PEPCO POLE,TAYLOR ST NE + HAREWOOD RD NE,,KFH,2006/06/16 00:00:00+00,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,Y,N,E,6,Y,Y,N,NON,UNK,6.0999999,Y,N,U,Y,Y,N,U,Y,Y,Y,Y,NPL,,U,Y,U,N,U,U,U,U,-77.002927,38.940815,BusStopPt_6089,,{9C4B7DA6-0F7C-4F66-B080-F60212DA3FCC},,,,
-76.9947942804865,38.9408077934864,3435,1302226,1002317,8086,PRS,1991/10/11 00:00:00+00,REV,8TH ST NE,TAYLOR ST NE,273,NEX,BET #728 & 800,TAYLOR ST NE + 8TH ST NE,,KFH,2006/08/17 00:00:00+00,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,Y,N,E,3,Y,Y,N,NON,UNK,,N,N,U,Y,N,N,U,Y,N,N,N,YMR,,N,N,U,N,U,U,U,U,-76.994792,38.9408,BusStopPt_2944,,{66F19C4F-3E28-4C60-ADC8-818BD669D278},,,,
-76.9935672796807,38.9407927966759,3436,1302231,1002322,8091,PRS,1978/02/19 00:00:00+00,UNK,9TH ST NE,TAYLOR ST NE,270,NEX,@ PEPCO POLE #521348,TAYLOR ST NE + 9TH ST NE,,KFH,2006/08/18 00:00:00+00,,UNK,UNKW,N,Y,N,N,SWK,CON,NON,Y,N,E,2,Y,Y,N,LSC,UNK,,N,N,U,Y,N,N,U,Y,N,N,N,YUN,,U,N,U,N,U,U,U,U,-76.993565,38.940785,BusStopPt_300,,{B88E80E8-3487-43A4-8A3E-612087DF3661},,,,
