X,Y,OBJECTID,EGIS_ID,REG_ID,BSTP_GEO_ID,BSTP_OPS_TCD,BSTP_EFF_DATE,BSTP_TCD,AT_STR,ON_STR,BSTP_HDG,BSTP_POS_TCD,BSTP_LDC,BSTP_MSG_TEXT,BSTP_LAT_LON_TCD,BSTP_INV_SYR_TCD,BSTP_INV_SRV_DATE,BSTP_BNH_CNT,BSTP_BST_TCD,BSTP_IFC_OWN,BSTP_HAS_BKRS,BSTP_HAS_PRS,BSTP_HAS_PVM,BSTP_HAS_PRM,BSTP_PDP_SIZE_TCD,BSTP_PDP_MTR_TCD,BSTP_PDP_OBS_TCD,BSTP_PDP_HAS_CCN,BSTP_HAS_BDR_PDP,BSTP_BDR_PDP_OBS,BSTP_SWK_WDT,BSTP_SWK_HAS_CCN,BSTP_SWK_HAS_PPC,BSTP_SWK_SLP_WVL,BSTP_SWK_OBS_TCD,BSTP_SWK_IPD_TCD,ONS_CRP_SLP,ONS_CRP,OFS_CRP,AT_STR_ABS_CRP,AT_STR_OSS_CRP,ONS_CWK,OFS_CWK,AT_STR_ABS_CWK,AT_STR_OSS_CWK,ON_STR_STS_OR_TFL,ON_STR_PDC_SGL,AT_STR_PDC_SGL,BSTP_PRK_RST_TCD,BSTP_NPK_ZNE_LTH,CNF_NPK_SNS,STR_LGT_WTN_30_FT,BSTP_HAS_LED_DSP,BSTP_ACC_RATING,BSTP_BRDG_STP,BSTP_HAS_LUM_SIGN,BSTP_HAS_PWR_SRC,METRO_ACCS_STP,BSTP_LON,BSTP_LAT,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,CREATOR,CREATED,EDITOR,EDITED
-76.9857422779199,38.9007927853162,5306,1307990,1003268,13727,PRS,2000/08/02 00:00:00+00,REV,14TH ST NE,FLORIDA AVE NE,118,NEA,W OF XWALKS,FLORIDA AVE NE + 14TH ST NE,,KFH,2006/07/06 00:00:00+00,0,UNK,WMAT,N,Y,N,N,SWK,BRK,NON,N,N,E,6,N,N,N,NON,UNK,7.0999999,Y,Y,U,Y,Y,Y,U,Y,N,N,N,NSG,,N,Y,U,N,U,U,U,U,-76.98574,38.900785,BusStopPt_817,,{89664D11-0FF0-49DB-B7F8-23DC1B49E320},,,,
-77.0269032882793,38.9007827826678,5307,1307285,1001159,18696,PRS,2013/12/29 00:00:00+00,UNK,NEW YORK AVE NW,11TH ST NW,359,NEA,185' N OF ---,11TH ST NW + NEW YORK AVE NW,,KFH,2009/07/06 00:00:00+00,,UNK,UNKW,N,Y,Y,Y,58U,CON,NON,Y,Y,U,7,N,Y,N,NON,UNK,6.69999981,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-77.026901,38.900775,BusStopPt_10342,,{A4F9E133-8CF7-401A-BC2C-B9AF2570A4ED},,,,
-76.7288741937513,38.9004367974699,5308,1311575,3004181,18328,PRS,2011/03/15 00:00:00+00,UNK,PENNSBURY DR,CENTRAL AVE,270,NEA,100' E OF ---,CENTRAL AVE + PENNSBURY DR,,UNK,1900/01/01 00:00:00+00,,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,-76.728872,38.900429,BusStopPt_5111,,{2B83055A-89C9-4537-8058-761C05BC7F5F},,,,
-76.9822332769646,38.9007397856957,5309,1308119,1003248,13692,PRS,1977/09/04 00:00:00+00,REV,BLADENSBURG RD NE,MARYLAND AVE NE,243,NEA,UNKNOWN,MARYLAND AVE NE + BLADENSBURG RD NE,,KFH,2006/07/17 00:00:00+00,2,FRE,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,9,Y,Y,N,NON,UNK,6.30000019,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-76.982231,38.900732,BusStopPt_8538,,{D025CD2D-DA8E-4472-B0A9-F428C90128AF},,,,
-76.9020862566122,38.9006907915825,5310,1301522,3001084,5903,PRS,1901/01/01 00:00:00+00,REV,CABIN BRANCH DR,MARTIN LUTHER KING JR HWY,221,NEA,UNKNOWN,MARTIN LUTHER KING JR HWY + CABIN BRANCH DR,,KFH,2006/08/22 00:00:00+00,0,UNK,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,3,N,Y,N,NON,UNK,5.5,N,N,Y,Y,N,N,N,N,N,N,N,NPL,,U,Y,U,Y,U,U,U,U,-76.902084,38.900683,BusStopPt_1895,,{3FB49747-1532-473D-8471-7DF06C1CBB86},,,,
-76.7824182135701,38.9004967945344,5311,1310503,3001081,5893,PRS,1976/04/12 00:00:00+00,REV,STATON DR,CENTRAL AVE,271,FAR,UNKNOWN,CENTRAL AVE + STATON DR,,KFH,2006/12/06 00:00:00+00,0,UNK,UNKW,N,N,N,N,UNK,UNK,UNK,U,N,E,0,U,E,U,UNK,UNK,,N,N,U,N,N,N,N,U,N,N,N,NSG,,N,N,U,N,U,U,U,U,-76.782416,38.900489,BusStopPt_894,,{D5ABB7A7-D36F-4321-92DA-2407613F10F0},,,,
-76.8227552276461,38.900560794495,5312,1310338,3001082,5899,PRS,1996/03/03 00:00:00+00,REV,ELDERS HOLLOW DR,CAMPUS WAY N,182,NEA,ON LAMPPOST,CAMPUS WAY N + ELDERS HOLLOW DR,,KFH,2006/09/19 00:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,5,N,N,N,NON,UNK,6.69999981,N,N,Y,Y,N,N,Y,Y,N,N,N,NSG,,N,Y,U,N,U,U,U,U,-76.822753,38.900553,BusStopPt_64,,{6FBC29B5-9893-4787-BB2D-0217FE1A7F51},,,,
-76.9477232654618,38.9006277905849,5313,1311887,1003775,18369,PRS,2013/09/29 00:00:00+00,UNK,HAYES ST NE,KENILWORTH TER NE,220,FAR,UNKNOWN,KENILWORTH TER NE + HAYES ST NE,,UNK,1900/01/01 00:00:00+00,,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,-76.947721,38.90062,BusStopPt_2138,,{6D977F86-6FB6-4538-80A4-4D0A27045D0C},,,,
-76.9395012664681,38.9006197864833,5314,1308202,1003163,13459,PRS,1950/03/24 00:00:00+00,REV,44TH ST NE,NANNIE HELEN BURROUGHS AVE NE,117,NEA,LIMITED STOP EXPRESS,NANNIE HELEN BURROUGHS AVE NE + 44TH ST NE,,KFH,2006/03/30 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58O,CON,NWB,Y,Y,U,6,N,Y,N,NON,UNK,1.60000002,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,Y,N,U,Y,U,U,-76.939499,38.900612,BusStopPt_4317,,{3F9AB4AC-A42C-4C5C-ADA1-95A66EC6B310},,,,
-76.9389932643922,38.9005747867924,5315,1301582,1003180,13478,PRS,1958/08/13 00:00:00+00,REV,44TH ST NE,NANNIE HELEN BURROUGHS AVE NE,297,NEA,LIMITED STOP EXPRESS,NANNIE HELEN BURROUGHS AVE NE + 44TH ST NE,,KFH,2006/06/22 00:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,2,Y,Y,N,UNK,UNK,,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,N,U,U,U,U,-76.938991,38.900567,BusStopPt_7532,,{964E0419-0027-42E2-9151-78D8DAB159B9},,,,
-77.013160138778,38.9005610744924,5316,1395620,1003937,99999,PRS,2020/08/23 00:00:00+00,REV,H ST NW,NEW JERSEY AVE NW,176,NEA,,NEW JERSEY AVE NW + H ST NW,PER,UNK,1901/01/01 00:00:00+00,-9,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,-9,U,U,U,UNK,UNK,-9,U,U,U,U,U,U,U,U,U,U,U,UNK,-9,U,U,U,U,U,U,U,U,-77.013158,38.900553,BusStopPt_549,,{2BF57D3E-097C-400C-8359-518404BE5116},,,,
-76.9829532807425,38.9005347906348,5317,1310152,1003646,5889,PRS,2009/03/30 00:00:00+00,UNK,MARYLAND AVE NE,BLADENSBURG RD NE,26,NEA,UNKNOWN,BLADENSBURG RD NE + MARYLAND AVE NE,,KFH,1900/01/01 00:00:00+00,,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,-76.982951,38.900527,BusStopPt_10285,,{2001CC15-57D0-42C3-B376-2A7E4E0E424B},,,,
-76.9822312769774,38.9005307914526,5318,1308106,1001163,19154,PRS,1954/04/26 00:00:00+00,REV,MORSE ST NE,MARYLAND AVE NE,63,FAR,UNKNOWN,MARYLAND AVE NE + MORSE ST NE,,KFH,2006/07/17 00:00:00+00,1,INS,WMAT,N,Y,N,N,58U,CON,NON,Y,Y,U,6,Y,Y,N,NON,UNK,4.9000001,Y,N,Y,N,Y,N,Y,N,N,N,N,NSG,,N,N,U,N,U,U,U,U,-76.982229,38.900523,BusStopPt_2887,,{1BC77D55-8217-4C22-A9D0-A97D9847C1FA},,,,
-76.9983782832175,38.900525789312,5319,1307785,1001166,19164,PRS,1995/03/12 00:00:00+00,REV,H ST NE,6TH ST NE,357,FAR,S OF DRWY TO CVS PHARMACY,6TH ST NE + H ST NE,,KFH,2006/06/12 00:00:00+00,1,INS,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,7,Y,Y,N,NON,UPV,4,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-76.998376,38.900518,BusStopPt_8619,,{43767600-F3DD-4231-AC6D-10019145ECD2},,,,
-76.9703092739852,38.9005217849274,5320,1311731,1003735,18392,PRS,2011/06/26 00:00:00+00,SCH,PHELPS HIGH SCHOOL,26TH STNE,180,ATP,PHELPS HS,26TH STNE + PHELPS HIGH SCHOOL,,UNK,1900/01/01 00:00:00+00,,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,-76.970307,38.900514,BusStopPt_7614,,{3A07B222-C5CD-4553-B3E7-272117DB4B6D},,,,
-77.2056023474777,38.9003297765473,5321,1306229,5001504,5882,PRS,1982/12/01 00:00:00+00,REV,LOS PUEBLOS LN,PIMMIT DR,199,NEA,UNKNOWN,PIMMIT DR + LOS PUEBLOS LN,,KFH,2012/03/30 00:00:00+00,0,UNK,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,Y,NON,NON,7.0999999,N,N,Y,E,N,N,N,E,N,N,N,NSG,150,N,N,N,U,U,U,U,U,-77.2056,38.900322,BusStopPt_9557,,{675671AE-1EDC-4E12-9F1C-53016C0F0247},,,,
-77.0284532890728,38.9004807885051,5322,1311344,1003679,21847,PRS,2010/12/15 00:00:00+00,UNK,12TH ST NW,NEW YORK AVE NW,65,NEA,UNKNOWN,NEW YORK AVE NW + 12TH ST NW,,KFH,1900/01/01 00:00:00+00,,UNK,WMAT,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,-77.028451,38.900473,BusStopPt_2041,,{B50A1CD0-9E01-4489-8FDE-5B8ADBC2F65B},,,,
-77.0091982828366,38.9004787839657,5323,1308231,1001165,5895,PRS,1958/09/07 00:00:00+00,REV,H ST NW,N CAPITOL ST NW,180,NEA,UNKNOWN,N CAPITOL ST NW + H ST NW,,KFH,2009/07/20 00:00:00+00,1,INS,WMAT,N,Y,Y,N,58U,CON,NON,Y,N,E,8,N,Y,N,NON,UNK,3.79999995,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,N,Y,Y,U,U,U,U,-77.009196,38.900471,BusStopPt_5527,,{80CD7EC8-78EC-4213-BF64-5F954B9263F3},,,,
-76.9019762492875,38.9003917927867,5324,1301521,3001080,5883,PRS,1901/01/01 00:00:00+00,REV,GREIG ST,MARTIN LUTHER KING JR HWY,42,NEA,UNKNOWN,MARTIN LUTHER KING JR HWY + GREIG ST,,KFH,2006/08/22 00:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,5,Y,Y,N,NON,UNK,5.19999981,N,N,Y,Y,N,N,N,N,N,N,N,NPL,,U,Y,U,N,U,U,U,U,-76.901974,38.900384,BusStopPt_10232,,{473E3117-325A-4FEE-887A-C6C7DA35EFAB},,,,
-76.9444252605626,38.9004067885921,5325,1308170,1001160,5884,PRS,2012/02/15 00:00:00+00,REV,HUNT PL NE,MINNESOTA AVE NE,44,NEA,UNKNOWN,MINNESOTA AVE NE + HUNT PL NE,,KFH,2006/03/30 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,BRK,NON,Y,N,E,6,Y,Y,N,NON,UNK,3.70000005,N,Y,Y,Y,N,N,Y,N,N,N,N,NSG,,N,Y,U,Y,U,U,U,U,-76.944423,38.900399,BusStopPt_9070,,{C6786B6E-2BC0-4806-9FDF-0E1AB7362D93},,,,
-76.7806842207744,38.9002107969811,5326,1310502,3001079,5873,PRS,1901/01/01 00:00:00+00,REV,STATON DR,CENTRAL AVE,88,FAR,APPROX 100' E OF -,CENTRAL AVE + STATON DR,,KFH,2006/12/06 00:00:00+00,0,UNK,UNKW,N,N,N,N,UNK,UNK,UNK,U,N,E,0,U,E,U,UNK,UNK,,N,N,N,N,N,N,N,U,N,N,N,NSG,,N,N,U,N,U,U,U,U,-76.780682,38.900203,BusStopPt_6699,,{12E87AF9-C120-45BA-8CE6-0B45B8E8F482},,,,
-77.0006532844557,38.9004067892633,5327,1307741,1001161,5885,PRS,1947/12/13 00:00:00+00,REV,H ST NE,4TH ST NE,180,NEA,UNKNOWN,4TH ST NE + H ST NE,,KFH,2009/07/17 00:00:00+00,1,INS,WMAT,N,Y,N,N,58U,CON,NON,Y,Y,U,5,N,Y,N,SHL,UNK,7.4000001,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,N,U,Y,U,U,U,U,-77.000651,38.900399,BusStopPt_880,,{7942C691-98D1-4B79-B96E-65F7CF82830B},,,,
-77.0502362974605,38.9003667839283,5328,1307161,1003183,13481,PRS,1901/01/01 00:00:00+00,REV,I ST NW,23RD ST NW,179,FAR,FOGGY BOTTOM STATION - LIMITED EXPRESS STOP,23RD ST NW + I ST NW,,KFH,2006/07/12 00:00:00+00,2,FRE,WMAT,N,Y,N,Y,58U,BRK,NON,Y,N,E,4,Y,Y,N,NON,UNK,3.70000005,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,NSG,,N,Y,Y,Y,Y,Y,U,U,-77.050234,38.900359,BusStopPt_9370,,{3675BFA1-E46B-4E4C-917F-AE188FA4C1C1},,,,
-76.9833522777935,38.9003727877757,5329,1307850,1001164,5894,PRS,2020/12/21 00:00:00+00,REV,H ST NE,BLADENSBURG RD NE,207,NEA,UNKNOWN,BLADENSBURG RD NE + H ST NE,,KFH,2006/07/17 00:00:00+00,0,UNK,WMAT,N,N,N,N,58U,CON,NON,Y,N,E,6,Y,Y,N,NON,UNK,5,Y,N,U,Y,Y,N,U,Y,Y,Y,Y,NSG,,N,N,U,U,U,U,U,U,-76.98335,38.900365,BusStopPt_9846,,{75D2F48C-78A0-422F-8BC6-52D2DE3F3B1D},,,,
-77.0053862890473,38.9003587874047,5330,1395314,1003869,20416,PRS,2016/05/01 00:00:00+00,REV,UNION STATION GAR ENTR,H STREET NE,270,NEA,,H STREET NE + UNION STATION GAR ENTR,PER,UNK,1899/12/30 00:00:00+00,-9,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,-9,U,U,U,UNK,UNK,-9,U,U,U,U,U,U,U,U,U,U,U,UNK,-9,U,U,U,U,U,U,U,U,-77.005384,38.900351,BusStopPt_1916,,{FB39CB31-781B-4E34-A5F3-F0042AB2CFB1},,,,
-77.1260033173298,38.9002737787718,5331,1304407,6000760,5881,PRS,1901/01/01 00:00:00+00,REV,24TH ST N,N GLEBE RD,146,NEA,UNKNOWN,N GLEBE RD + 24TH ST N,,KFH,2007/01/11 00:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,5,N,Y,N,NON,UNK,4.4000001,Y,Y,Y,Y,N,N,N,N,N,N,N,NPL,,U,Y,U,N,U,U,U,U,-77.126001,38.900266,BusStopPt_1947,,{BCA7ACAF-1A61-401B-A67E-646975E02937},,,,
-77.0097442868998,38.9003247868228,5332,1308009,1001152,5869,PRS,1977/07/05 00:00:00+00,REV,N CAPITOL ST NW,H ST NW,270,FAR,UNKNOWN,H ST NW + N CAPITOL ST NW,,KFH,2006/07/14 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,11,Y,Y,N,NON,UNK,3.9000001,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-77.009742,38.900317,BusStopPt_123,,{EEB15120-20C1-4AFB-A7C9-CB0AF97B860E},,,,
-76.9954452828576,38.9003197897386,5333,1308013,1001156,5876,PRS,1949/05/01 00:00:00+00,REV,8TH ST NE,H ST NE,269,FAR,UNKNOWN,H ST NE + 8TH ST NE,,KFH,2006/07/06 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,5,Y,Y,N,NON,UNK,5.69999981,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,Y,Y,U,Y,U,U,-76.995443,38.900312,BusStopPt_9369,,{0A3405C8-DD4F-4130-87DE-924435D8EF68},,,,
-76.9913442820743,38.9003187922314,5334,1311345,1003680,17468,PRS,2010/12/15 00:00:00+00,UNK,11TH ST NE,H ST NE,270,NEA,UNKNOWN,H ST NE + 11TH ST NE,,KFH,1900/01/01 00:00:00+00,,UNK,WMAT,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,-76.991342,38.900311,BusStopPt_9810,,{B0F8B8E6-13E4-46E7-8136-79E27D4BCA2B},,,,
-76.9979402837703,38.9003167884755,5335,1308008,1001151,17481,PRS,1989/07/20 00:00:00+00,UNK,6TH ST NE,H ST NE,269,NEA,E OF 2ND DRWY E OF -,H ST NE + 6TH ST NE,,KFH,2009/07/17 00:00:00+00,1,INS,UNKW,N,Y,Y,Y,58O,CON,SHL,Y,N,E,7,N,Y,N,SHL,UNK,4.69999981,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,,N,Y,U,N,U,U,U,U,-76.997938,38.900309,BusStopPt_6802,,{5AE415CA-7CB3-46B4-A624-EB7275588DFE},,,,
-77.0003962843656,38.9003047887652,5336,1312003,1003774,18370,PRS,2013/09/29 00:00:00+00,UNK,4TH ST,H STREET,270,NEA,UNKNOWN,H STREET + 4TH ST,,UNK,1900/01/01 00:00:00+00,,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,-77.000394,38.900297,BusStopPt_2073,,{28796CD4-3FB7-4661-A285-7CD9610ACDA7},,,,
-76.8837362466583,38.9002447945801,5337,1301447,3003377,15212,PRS,2001/11/09 00:00:00+00,REV,HILL OAKS RD,HILL RD,344,NEA,@ PEPCO POLE # 833388-0149,HILL RD + HILL OAKS RD,,WSV,2017/01/30 13:56:55+00,0,EXM,NAPP,N,N,E,N,NON,EXM,EXM,E,N,E,0,E,E,E,EXM,EXM,0,N,N,N,N,N,N,N,N,N,N,N,NPL,0,N,Y,N,N,U,N,N,U,-76.883734,38.900237,BusStopPt_6365,,{3A5B51F9-1C0F-4888-8663-EB11D3EB1613},,,,
-76.9858899839473,38.9003004333405,5338,1308012,1001155,5875,PRS,1982/05/11 00:00:00+00,REV,14TH ST NE,H ST NE,270,FAR,UNKNOWN,H ST NE + 14TH ST NE,,KFH,2006/07/06 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,8,Y,Y,N,NON,UNK,4.5999999,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-76.985888,38.900293,BusStopPt_3439,,{D36F4D06-C0EC-473A-9ECA-000C3D47562B},,,,
-76.8898742524638,38.9002447872508,5339,1301639,3001078,5864,PRS,1986/06/22 00:00:00+00,REV,JADELEAF AVE,SEAT PLEASANT DR,232,NEX,55' E OF APT DRWY,SEAT PLEASANT DR + JADELEAF AVE,,KFH,2006/11/27 00:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,5,Y,Y,N,NON,UNK,5,Y,N,U,Y,Y,N,U,Y,N,N,N,YUN,,U,N,U,N,U,U,U,U,-76.889872,38.900237,BusStopPt_6137,,{07691347-1CBC-47FC-9B74-1FBD0DD4D7DE},,,,
-77.013482507716,38.9002745448635,5340,1308007,1001150,5866,PRS,1949/05/01 00:00:00+00,REV,NEW JERSEY AVE NW,H ST NW,269,FAR,UNKNOWN,H ST NW + NEW JERSEY AVE NW,,KFH,2009/07/20 00:00:00+00,1,INS,UNKW,N,N,N,N,58O,CON,SHL,Y,Y,U,6,N,Y,N,SHL,UNK,6.30000019,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,N,Y,N,U,Y,U,U,-77.01348,38.900267,BusStopPt_4459,,{72474D72-D2AB-4481-863E-4CAC58DFA210},,,,
-77.1882803400934,38.9000977801864,5341,1306441,5002151,14485,PRS,1986/06/22 00:00:00+00,UNK,BUS BAY D,W FALLS CHURCH STATION,332,MID,UNKNOWN,W FALLS CHURCH STATION + BUS BAY D,,KFH,2012/04/09 00:00:00+00,2,FRE,WMAT,Y,Y,N,Y,58U,CON,NON,N,Y,N,15,Y,Y,Y,NON,NON,5.30000019,Y,N,U,E,Y,N,E,E,N,N,N,NPL,150,N,N,N,U,U,U,U,U,-77.188278,38.90009,BusStopPt_822,,{11D3B854-F021-4EEC-92F2-1FC801101606},,,,
-76.7941322139887,38.9000427957549,5342,1310501,3001075,5839,PRS,1992/03/05 00:00:00+00,REV,MD-193,CENTRAL AVE,253,FAR,408' W OF -   (OPPO P P #853885632),CENTRAL AVE + MD-193,,WSV,2017/01/18 15:15:33+00,0,EXM,NAPP,N,N,E,N,SWK,EXM,EXM,E,N,E,5,Y,E,Y,NON,NON,6.30000019,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,0,N,N,N,N,U,N,N,U,-76.79413,38.900035,BusStopPt_1589,,{45C93090-A275-49E2-98D2-91DC84559F06},,,,
-77.0188342911891,38.900208782201,5343,1307224,1001149,5865,PRS,1901/01/01 00:00:00+00,REV,H ST NW,5TH ST NW,358,FAR,IN TREE BOX 100' N OF -,5TH ST NW + H ST NW,,KFH,2006/04/04 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,11,Y,Y,N,NON,UNK,5.30000019,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,N,U,Y,U,U,U,U,-77.018832,38.900201,BusStopPt_10353,,{068B2A70-D102-4FC2-A43F-30DABA4E0EC9},,,,
-76.8897222428131,38.9001317870446,5344,1301638,3001076,5859,PRS,1997/07/03 00:00:00+00,REV,JADELEAF AVE,SEAT PLEASANT DR,49,FAR,@ PEPCO POLE #801317-4795,SEAT PLEASANT DR + JADELEAF AVE,,KFH,2006/11/27 00:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,4,Y,Y,N,NON,UNK,6.69999981,N,Y,Y,N,N,Y,Y,U,N,N,N,YUN,,U,N,U,N,U,U,U,U,-76.88972,38.900124,BusStopPt_5529,,{EDC24012-3083-4767-8CA4-1480B97E0472},,,,
-77.031363288527,38.9001617871034,5345,1307457,1003467,21795,PRS,2001/09/02 00:00:00+00,REV,14TH ST NW,H ST NW,89,FAR,60' E OF LOADING DOCK DRWY,H ST NW + 14TH ST NW,,KFH,2006/10/18 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,BRK,NON,Y,N,E,6,Y,Y,N,NON,UNK,5.5,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,YMR,,N,Y,U,Y,U,U,U,U,-77.031361,38.900154,BusStopPt_9758,,{5EACC51D-0D52-45EF-82CD-73428CE8B621},,,,
-77.0407732979496,38.900151783102,5346,1395040,1003844,99999,PRS,2016/03/27 00:00:00+00,REV,18TH ST,H ST NW,90,FAR,,H ST NW + 18TH ST,PER,UNK,1901/01/01 00:00:00+00,0,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,-9,U,U,U,UNK,UNK,-9,U,U,U,U,U,U,U,U,U,U,U,UNK,-9,U,U,U,U,U,U,U,U,-77.040771,38.900144,BusStopPt_4651,,{85963AAD-AC13-43B8-B11A-3DFFD2C1BCA1},,,,
-77.0401612992931,38.9001517879138,5347,1307452,1001133,21785,PRS,1995/06/24 00:00:00+00,REV,17TH ST NW,H ST NW,95,NEA,"120' W OF STOP BAR; BASE PLATED",H ST NW + 17TH ST NW,,KFH,2009/07/02 00:00:00+00,1,INS,WMAT,N,Y,N,N,58U,CON,NON,Y,Y,U,7,N,Y,N,SHL,UNK,3.20000005,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,N,U,Y,U,U,U,U,-77.040159,38.900144,BusStopPt_8862,,{7A2A0B6A-81DE-4D8B-ADE1-94750823E5C3},,,,
-77.0418683013146,38.9001437837139,5348,1307455,1001148,5862,PRS,1995/06/24 00:00:00+00,REV,18TH ST NW,H ST NW,92,NEA,5' W OF STOP BAR,H ST NW + 18TH ST NW,,KFH,2006/07/12 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,2,Y,Y,N,NON,UNK,2.9000001,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-77.041866,38.900136,BusStopPt_3000,,{048A885B-7AD6-47A6-84CF-CA037CD1409B},,,,
-77.0094132862263,38.9001377914071,5349,1307996,1001135,5846,PRS,1977/07/05 00:00:00+00,REV,N CAPITOL ST NW,H ST NW,91,NEA,BASE PLATED,H ST NW + N CAPITOL ST NW,,KFH,2006/07/14 00:00:00+00,1,INS,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,7,Y,Y,N,NON,UNK,4.30000019,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-77.009411,38.90013,BusStopPt_10238,,{9B7D8FE4-F4EA-4F34-9B5F-D788A94C6B4A},,,,
-77.0353422971573,38.9001317882555,5350,1307453,1001141,21786,PRS,1901/01/01 00:00:00+00,REV,MADISON PL NW,H ST NW,93,NEA,@ STOP BAR,H ST NW + MADISON PL NW,,KFH,2006/10/15 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,BRK,NON,Y,N,E,11,Y,Y,N,NON,UNK,1.89999998,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-77.03534,38.900124,BusStopPt_9899,,{A9E8EDBB-9055-474A-A959-059A8E7E175A},,,,
