OBJECTID,stop_id,stop_code,stop_name,stop_desc,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
19152,113112,113112,RALPH DAVID ABERNATH BLVD@LAWTON S,,,,,,,
19153,113116,113116,RALPH DAVID ABERNATH BLVD@PEEPLES,,,,,,,
19154,113120,113120,RALPH DAVID ABERNATH BLVD SW@ASHBY,,,,,,,
19155,113122,113122,RALPH DAVID ABERNATH BLVD SW@EVANS,,,,,,,
19156,113136,113136,LAWTON ST SW@RICHLAND RD SW,,,,,,,
19157,113138,113138,LAWTON ST SW@MONTREAT AVE SW,,,,,,,
19158,113140,113140,LAWTON ST SW@MERRILL AVE SW,,,,,,,
19159,113142,113142,MERRILL AVE SW@HALL ST SW,,,,,,,
19160,113144,113144,MERRILL AVE SW@OAKLAND DR SW,,,,,,,
19161,113148,113148,OAKLAND DR SW@MERRILL AVE SW,,,,,,,
19162,113150,113150,MERRILL AVE SW@HALL ST SW,,,,,,,
19163,113152,113152,MERRILL AVE SW@LAWTON ST SW,,,,,,,
19164,113154,113154,LAWTON ST SW@MONTREAT AVE SW,,,,,,,
19165,113156,113156,LAWTON ST SW@RICHLAND RD SW,,,,,,,
19166,113165,113165,RALPH DAVID ABERNATH BLVD@LEE ST,,,,,,,
19167,113166,113166,RALPH D ABERNATH BLVD SW @ DUNN ST SW,,,,,,,
19168,113174,113174,OGLETHORPE AVE SW@LAWTON ST SW,,,,,,,
19169,114006,114006,YORK AVE SW @ EVANS ST SW,,,,,,,
19170,114014,114014,RALPH D ABERNATHY BLVD @ MURPHY AVE,,,,,,,
19171,114016,114016,RALPH D ABERNATHY BLVD @ MURPHY AVE,,,,,,,
19172,114050,114050,LEE ST SW@OAK ST SW,,,,,,,
19173,114054,114054,LEE ST SW@RALPH DAVID ABERNATH BLVD,,,,,,,
19174,114056,114056,LEE ST@RALPH DAVID ABERNATH BLVD,,,,,,,
19175,114068,114068,METROPOLITAN PKY SW@BROOKLINE ST SW,,,,,,,
19176,114071,114071,METROPOLITAN PKY SW@ELBERT ST SW,,,,,,,
19177,114072,114072,METROPOLITAN PKY SW@PEARCE ST SW,,,,,,,
19178,114074,114074,METROPOLITAN PKY SW@HOPE ST SW,,,,,,,
19179,114076,114076,METROPOLITAN PKY SW@ROCKWELL ST SW,,,,,,,
19180,114077,114077,METROPOLITAN PKY SW@HOPE ST SW,,,,,,,
19181,114078,114078,METROPOLITAN PKY SW@CHRISTMAN ST SW,,,,,,,
19182,114079,114079,METROPOLITAN PKY SW@SHELTON AVE SW,,,,,,,
19183,114080,114080,METROPOLITAN PKY@BRONNER BROS WAY,,,,,,,
19184,114082,114082,RALPH D ABERNATHY BLVD @ W WHITEHALL ST,,,,,,,
19185,114088,114088,METROPOLITAN PKY SW@BROOKLINE ST SW,,,,,,,
19186,114089,114089,METROPOLITAN PKY SW@ARTHUR ST SW,,,,,,,
19187,114092,114092,METROPOLITAN PKY SW@MARY ST SW,,,,,,,
19188,114096,114096,METROPOLITAN PKY SW@ROCKWELL ST SW,,,,,,,
19189,114097,114097,METROPOLITAN PKY SW@GILLETTE AVE SW,,,,,,,
19190,114100,114100,METROPOLITAN PKY SW@SHELTON AVE SW,,,,,,,
19191,114102,114102,METROPOLITAN PKY SW@CHRISTMAN ST SW,,,,,,,
19192,114104,114104,METROPOLITAN PKY SW @ BRONNER BROS WAY,,,,,,,
19193,114106,114106,MCDANIEL ST SW @ FULTON ST SW,,,,,,,
19194,114110,114110,MCDANIEL ST SW @ 565,,,,,,,
19195,114112,114112,MCDANIEL ST SW @ 565,,,,,,,
19196,114114,114114,MCDANIEL ST SW@GLENN ST SW,,,,,,,
19197,114116,114116,MCDANIEL ST SW@GLENN ST SW,,,,,,,
19198,114124,114124,MCDANIEL ST SW@STEPHENS ST SW,,,,,,,
19199,114130,114130,MCDANIEL ST SW@BERKELE ST SW,,,,,,,
19200,114132,114132,MCDANIEL ST SW @ ROCKWELL ST SW,,,,,,,
19201,114134,114134,MCDANIEL ST SW@ROCKWELL ST SW,,,,,,,
19202,114136,114136,MCDANIEL ST SW@GARDNER ST SW,,,,,,,
19203,114138,114138,MCDANIEL ST SW@GARDNER ST SW,,,,,,,
19204,114140,114140,MCDANIEL ST SW@MARY ST SW,,,,,,,
19205,114142,114142,MCDANIEL ST SW@MARY ST SW,,,,,,,
19206,114144,114144,MCDANIEL ST SW@ARTHUR ST SW,,,,,,,
19207,114146,114146,MCDANIEL ST SW@ARTHUR ST SW,,,,,,,
19208,114152,114152,OGLETHORPE AVE SW @ EVANS ST SW,,,,,,,
19209,114166,114166,LEE ST SW @ POOLE PL SW,,,,,,,
19210,114168,114168,LEE ST SW @ OAK ST SW,,,,,,,
19211,114170,114170,WINDSOR ST@GLENN ST SW,,,,,,,
19212,114236,114236,MCDANIEL ST @ STEPHENS ST,,,,,,,
19213,114238,114238,RALPH D ABERNATHY BLVD @ METROPOLITAN PKWY SW,,,,,,,
19214,114900,114900,WEST END STATION,,,,,,,
19215,115002,115002,PRYOR ST SW@RICHARDSON ST SW,,,,,,,
19216,115004,115004,PRYOR ST SW@CRUMLEY ST SW,,,,,,,
19217,115006,115006,PRYOR ST SW@GLENN ST SW,,,,,,,
19218,115012,115012,PRYOR ST SW@DODD AVE SW,,,,,,,
19219,115016,115016,PRYOR ST SW @ DOANE ST SW,,,,,,,
19220,115018,115018,PRYOR ST SW@DOANE ST SW,,,,,,,
19221,115020,115020,CENTRAL AVE SW@DODD AVE SW,,,,,,,
19222,115022,115022,CENTRAL AVE SW@RALPH DAVID ABERNATH,,,,,,,
19223,115024,115024,CENTRAL AVE SW@GLENN ST SW,,,,,,,
19224,115034,115034,WINDSOR ST SW@RICHARDSON ST SW,,,,,,,
19225,115036,115036,WINDSOR ST SW@CRUMLEY ST SW,,,,,,,
19226,115038,115038,COOPER ST SW@RALPH DAVID ABERNATHY BLVD,,,,,,,
19227,115040,115040,COOPER ST SW@LOVE ST SW,,,,,,,
19228,115044,115044,COOPER ST SW@HENDRIX AVE SW,,,,,,,
19229,115048,115048,HENDRIX AVE SW@PRYOR ST SW,,,,,,,
19230,115052,115052,PRYOR RD SW@RIDGE AVE SW,,,,,,,
19231,115080,115080,RALPH D ABERNATHY BLVD SW @ CENTRAL AVE SW,,,,,,,
19232,115082,115082,HANK AARON DR SE @ GEORGIA AVE SE,,,,,,,
19233,115084,115084,GEORGIA AVE SE @ FRASER ST SE,,,,,,,
19234,115102,115102,ORMOND ST SE@FRASER ST SE,,,,,,,
19235,115106,115106,ATLANTA AVE SE @ MARTIN ST SE,,,,,,,
19236,115108,115108,ATLANTA AVE SE @ GREENFIELD AVE SE,,,,,,,
19237,115110,115110,ORMOND ST SE@CONNALLY ST SE,,,,,,,
19238,115112,115112,ORMOND ST SE@GREENFIELD AVE SE,,,,,,,
19239,115114,115114,ORMOND ST SE@MARTIN ST SE,,,,,,,
19240,115122,115122,GEORGIA AVE SE @ MARTIN ST SE,,,,,,,
19241,115124,115124,GEORGIA AVE SE @ AMI ST SE,,,,,,,
19242,115128,115128,ATLANTA AVE SE @ FRASER ST SE,,,,,,,
19243,115130,115130,GEORGIA AVE SE @ AMI ST SE,,,,,,,
19244,115132,115132,GEORGIA AVE SE@MARTIN ST SE,,,,,,,
19245,115136,115136,GEORGIA AVE SE @ FRASER ST SE,,,,,,,
19246,115138,115138,WINDSOR ST SW @ RICHARDSON ST SW,,,,,,,
19247,115140,115140,WINDSOR ST SW@CRUMLEY ST SW,,,,,,,
19248,115144,115144,COOPER ST @ RALPH D ABERNATHY BLVD,,,,,,,
19249,115146,115146,COOPER ST SW@BASS ST SW,,,,,,,
19250,115148,115148,COOPER ST SW@LOVE ST SW,,,,,,,
19251,115152,115152,COOPER ST@HENDRIX AVE,,,,,,,
19252,115154,115154,HENDRIX AVE SW@PRYOR ST,,,,,,,
19253,115160,115160,PRYOR RD SW@RIDGE AVE SW,,,,,,,
19254,115164,115164,HANK AARON DR @ ORMOND ST SE,,,,,,,
19255,115166,115166,HANK AARON DR@ORMOND ST SE,,,,,,,
19256,115168,115168,HANK AARON DR@ATLANTA AVE SE,,,,,,,
19257,115170,115170,HANK AARON DR@ATLANTA AVE SE,,,,,,,
19258,115172,115172,HANK AARON DR@VANIRA AVE SE,,,,,,,
19259,115174,115174,HANK AARON DR@VANIRA AVE SE,,,,,,,
19260,115176,115176,HANK AARON DR@964,,,,,,,
19261,115178,115178,HANK AARON DR@955,,,,,,,
19262,115180,115180,HANK AARON DR SW@HAYGOOD AVE SW,,,,,,,
19263,115182,115182,HANK AARON DR SW @ HAYGOOD AVE SW,,,,,,,
19264,115185,115185,RALPH D ABERNATHY BLVD @ HANK AARON DR,,,,,,,
19265,115186,115186,HANK AARON DR @ BASS ST,,,,,,,
19266,115188,115188,HANK AARON DR @ BILL LUCAS DR SE,,,,,,,
19267,115190,115190,HANK AARON DR SW@LITTLE ST SE,,,,,,,
19268,115192,115192,HANK AARON DR @ RALPH D ABERNATHY BLVD,,,,,,,
19269,115194,115194,CAPITOL AVE @ FULTON ST,,,,,,,
19270,115202,115202,PRYOR ST@BASS ST,,,,,,,
19271,115204,115204,HANK AARON DR SW @ LITTLE ST SE,,,,,,,
19272,115206,115206,COOPER ST@DODD AVE,,,,,,,
19273,115214,115214,ATLANTA AVE SE @ HANK AARON DR,,,,,,,
19274,115216,115216,ORMOND ST@ CREW ST,,,,,,,
19275,115218,115218,POLLARD BLVD @ RALPH D ABERNATHY BLVD,,,,,,,
19276,115220,115220,POLLARD BLVD@LITTLE ST,,,,,,,
19277,115222,115222,HANK AARON DR SW @ BILL LUCAS DR SW,,,,,,,
19278,116004,116004,BOULEVARD SE@ ROSALIA ST,,,,,,,
19279,116006,116006,BOULEVARD SE@ BERNE ST,,,,,,,
19280,116009,116009,BOULEVARD SE@DELMAR AVE SE,,,,,,,
19281,116010,116010,BOULEVARD SE@ATLANTA AVE SE,,,,,,,
19282,116020,116020,BOULEVARD SE@ BERNE ST SE,,,,,,,
19283,116024,116024,BOULEVARD SE @ HANSELL ST SE,,,,,,,
19284,116040,116040,UNITED AVE @ EDIE AVE SE,,,,,,,
19285,116042,116042,UNITED AVE @ CHARLES BANK AVE,,,,,,,
19286,116054,116054,HILL ST SE@1059,,,,,,,
19287,116072,116072,CHEROKEE AVE @ GRANT PARK PL,,,,,,,
19288,116074,116074,ATLANTA AVE SE @ CONNALLY ST SE,,,,,,,
19289,116076,116076,ATLANTA AVE SE @ GRANT TER SE,,,,,,,
19290,116084,116084,CHEROKEE AVE @ ORMOND ST,,,,,,,
19291,116086,116086,CHEROKEE AVE SE @ BASS ST SE,,,,,,,
19292,116092,116092,ORMOND ST SE@GRANT TER SE,,,,,,,
19293,116093,116093,GEORGIA AVE SE @ GRANT TER SE,,,,,,,
19294,116094,116094,GEORGIA AVE SE @ HILL ST SE,,,,,,,
19295,116100,116100,CHEROKEE AVE SE @ BASS ST SE,,,,,,,
19296,116102,116102,CHEROKEE AVE SE @ AUGUSTA AVE SE,,,,,,,
19297,116104,116104,CHEROKEE AVE SE @ GRANT PARK PL SE,,,,,,,
19298,116106,116106,CHEROKEE AVE @ ORMOND ST,,,,,,,
19299,116116,116116,GEORGIA AVE SE @ GRANT TER SE,,,,,,,
19300,116128,116128,CHEROKEE AVE SE @ AUGUSTA AVE SE,,,,,,,
19301,116132,116132,ATLANTA AVE @ CHEROKEE AVE,,,,,,,
19302,117002,117002,GLENWOOD AVE SE @ BROWNWOOD AVE SE,,,,,,,
19303,117004,117004,MORELAND AVE SE@BURNS ST SE,,,,,,,
19304,117006,117006,MORELAND AVE SE@LYNDALE DR SE,,,,,,,
19305,117007,117007,MORELAND AVE SE@STONEYBROOK DR,,,,,,,
19306,117008,117008,MORELAND AVE SE@EDEN AVE SE,,,,,,,
19307,117010,117010,MORELAND AVE SE@DELAWARE AVE SE,,,,,,,
19308,117012,117012,MORELAND AVE SE@GRACEWOOD AVE SE,,,,,,,
19309,117014,117014,MORELAND AVE SE@ORMEWOOD AVE SE,,,,,,,
19310,117016,117016,MORELAND AVE SE@HALL ST SE,,,,,,,
19311,117018,117018,MORELAND AVE SE@BERNE ST SE,,,,,,,
19312,117020,117020,MORELAND AVE SE@WOODLAND AVE SE,,,,,,,
19313,117022,117022,MORELAND AVE SE@PORTLAND AVE SE,,,,,,,
19314,117024,117024,GLENWOOD AVE SE@HEMLOCK CIR SE,,,,,,,
19315,117026,117026,GLENWOOD AVE SE@STOVALL ST SE,,,,,,,
19316,117028,117028,GLENWOOD AVE SE@GLENWOOD PL SE,,,,,,,
19317,117030,117030,GLENWOOD AVE SE @ BILL KENNEDY WAY SE,,,,,,,
19318,117034,117034,GLENWOOD AVE SE@HAMILTON ST SE,,,,,,,
19319,117036,117036,GLENWOOD AVE SE@GLENWOOD PL SE,,,,,,,
19320,117038,117038,GLENWOOD AVE SE@STOVALL ST SE,,,,,,,
19321,117040,117040,GLENWOOD AVE SE@HEMLOCK CIR SE,,,,,,,
19322,117042,117042,GLENWOOD AVE SE @ BROWNWOOD AVE,,,,,,,
19323,117044,117044,GLENWOOD AVE SE @ MORELAND AVE SE,,,,,,,
19324,117098,117098,MORELAND AVE SE@BEECHVIEW DR SE,,,,,,,
19325,117100,117100,MORELAND AVE SE@LYNDALE DR SE,,,,,,,
19326,117102,117102,MORELAND AVE SE@DELAWARE AVE SE,,,,,,,
19327,117104,117104,MORELAND AVE SE@GRACEWOOD AVE SE,,,,,,,
19328,117106,117106,MORELAND AVE SE@ORMEWOOD AVE SE,,,,,,,
19329,117108,117108,MORELAND AVE SE@HALL ST SE,,,,,,,
19330,117110,117110,MORELAND AVE SE@BERNE ST SE,,,,,,,
19331,117112,117112,MORELAND AVE SE@WOODLAND AVE SE,,,,,,,
19332,117114,117114,MORELAND AVE SE@PORTLAND AVE,,,,,,,
19333,117116,117116,MORELAND AVE SE@GLENWOOD AVE SE,,,,,,,
19334,117118,117118,MORELAND AVE SE @ METROPOLITAN AVE SE,,,,,,,
19335,117120,117120,MORELAND AVE SE @ MCPHERSON AVE SE,,,,,,,
19336,117121,117121,MORELAND AVE SE @ MEMORIAL DR SE,,,,,,,
19337,117122,117122,MORELAND AVE@STONEYBROOK DR,,,,,,,
19338,117123,117123,MORELAND AVE SE @ MERLIN AVE SE,,,,,,,
19339,117124,117124,MORELAND AVE@EDEN AVE,,,,,,,
19340,117127,117127,MORELAND AVE SE @ WYLIE ST SE,,,,,,,
19341,117129,117129,MORELAND AVE SE @ HOSEA L WILLIAMS DR NE,,,,,,,
19342,117131,117131,MORELAND AVE NE @ HARDEE ST NE,,,,,,,
19343,118002,118002,BOAT ROCK RD SW @ 5760,,,,,,,
19344,118005,118005,LAGRANGE BLVD@6070,,,,,,,
19345,118006,118006,BOAT ROCK RD SW @ WESTCHASE LN,,,,,,,
19346,118010,118010,BOAT ROCK RD @ FULTON INDUSTRIAL BLVD,,,,,,,
19347,118012,118012,FULTON INDUSTRIAL BLVD SW @ LAKEVIEW CT SW,,,,,,,
19348,118014,118014,LAGRANGE BLVD@XAVIER DR,,,,,,,
19349,118016,118016,LAGRANGE BLVD@EMMANUEL DR,,,,,,,
19350,118018,118018,LAGRANGE BLVD@DUQUESNE DR,,,,,,,
19351,118036,118036,FULTON INDUSTRIAL BLVD@6095,,,,,,,
19352,118040,118040,FULTON IND BLVD @ TRADEWATER PKY,,,,,,,
19353,118050,118050,FULTON INDUSTRIAL BLVD@PLUMMER RD,,,,,,,
19354,118052,118052,FULTON INDUSTRIAL BLVD SW @ BOAT ROCK RD,,,,,,,
19355,118090,118090,FULTON INDUSTRIAL BLVD@RIVERSIDE D,,,,,,,
19356,118094,118094,LAGRANGE BLVD@6040,,,,,,,
19357,119002,119002,BOAT ROCK RD SW @ REYNOLDS RD SW,,,,,,,
19358,120012,120012,CASCADE RD SW @ KIMBERLY RD SW,,,,,,,
19359,120016,120016,CASCADE RD SW@KIMBERLY RD SW,,,,,,,
19360,120018,120018,CASCADE RD SW @ OLD CASCADE RD SW,,,,,,,
19361,120024,120024,KIMBERLY RD @ FAIRLY WAY,,,,,,,
19362,120026,120026,KIMBERLY RD SW @ CASCADE RD SW,,,,,,,
19363,120028,120028,KIMBERLY RD@CASCADE RD,,,,,,,
19364,120030,120030,CASCADE AVE SW@3515,,,,,,,
19365,120032,120032,CASCADE RD@RESEARCH CENTER ATLA DR,,,,,,,
19366,120034,120034,CASCADE RD@3675,,,,,,,
19367,120035,120035,CASCADE RD @ FAIRBURN RD,,,,,,,
19368,120036,120036,FAIRBURN RD SW @ CASCADE RD SW,,,,,,,
19369,120038,120038,FAIRBURN RD@ UTOY SPRINGS,,,,,,,
19370,120042,120042,FAIRBURN RD@VILLAGE DR,,,,,,,
19371,120044,120044,FAIRBURN RD@GARRISON DR,,,,,,,
19372,120046,120046,FAIRBURN RD@MELVIN DR,,,,,,,
19373,120048,120048,FAIRBURN RD SW@MELVIN DR SW,,,,,,,
19374,120050,120050,FAIRBURN RD SW@HERITAGE VALLEY RD S,,,,,,,
19375,120052,120052,FAIRBURN RD SW@INGLEDALE DR SW,,,,,,,
19376,120054,120054,FAIRBURN RD SW@GLENVIEW CIR SW,,,,,,,
19377,120056,120056,FAIRBURN RD SW @ MT GILEAD RD SW,,,,,,,
19378,120058,120058,BARGE RD SW@FAIRBURN RD SW,,,,,,,
19379,120064,120064,FAIRBURN RD SW@HILL ACRES RD SW,,,,,,,
19380,120066,120066,FAIRBURN RD SW@MT GILEAD RD SW,,,,,,,
19381,120068,120068,FAIRBURN RD SW@HERITAGE VALLEY RD S,,,,,,,
19382,120070,120070,FAIRBURN RD SW@MELVIN DR SW,,,,,,,
19383,120072,120072,FAIRBURN RD SW@GARRISON DR SW,,,,,,,
19384,120074,120074,FAIRBURN RD SW@VILLAGE DR,,,,,,,
19385,120076,120076,FAIRBURN RD SW@VILLAGE DR SW,,,,,,,
19386,120078,120078,FAIRBURN RD SW@UTOY SPRINGS RD,,,,,,,
19387,120080,120080,FAIRBURN RD SW@UTOY SPRINGS RD SW,,,,,,,
19388,120084,120084,CASCADE RD SW @ FAIRBURN RD SW,,,,,,,
19389,120086,120086,CASCADE RD SW @ UTOY SPRINGS RD SW,,,,,,,
19390,120088,120088,CASCADE RD@UTOY SPRINGS RD,,,,,,,
19391,120090,120090,COUNTY LINE RD SW @ WILSON JAMES RD SW,,,,,,,
19392,120092,120092,COUNTY LINE RD SW@2056,,,,,,,
19393,120094,120094,COUNTY LINE RD SW@2000,,,,,,,
19394,120096,120096,COUNTY LINE RD SW @ 1947,,,,,,,
19395,120098,120098,COUNTY LINE RD SW @ GREENBRIAR TRL SW,,,,,,,
19396,120100,120100,COUNTY LINE RD SW @ REGENCY TRCE SW,,,,,,,
19397,120102,120102,NISKEY LAKE RD @ LAKE COVE WAY SW,,,,,,,
19398,120104,120104,NISKEY LAKE RD @ NISKEY OVERLOOK,,,,,,,
19399,120106,120106,NISKEY LAKE RD SW@1760,,,,,,,
19400,120108,120108,NISKEY LAKE RD SW@LYON BLVD,,,,,,,
19401,120110,120110,NISKEY LAKE RD SW@1883,,,,,,,
19402,120112,120112,NISKEY LAKE RD SW@BROOKS RD SW,,,,,,,
19403,120116,120116,FAIRBURN RD@GLENVIEW CIR,,,,,,,
19404,120118,120118,FAIRBURN RD@VILLAGE DR,,,,,,,
19405,120120,120120,FAIRBURN RD@GARRISON DR,,,,,,,
19406,120122,120122,FAIRBURN RD@INGLEDALE DR,,,,,,,
19407,120244,120244,FAIRBURN RD@GARRISON DR,,,,,,,
19408,120246,120246,FAIRBURN RD @ CASCADE RD,,,,,,,
19409,120248,120248,FAIRBURN RD@UTOY SPRINGS RD,,,,,,,
19410,120250,120250,NISKEY LAKE RD @ COUNTY LINE RD,,,,,,,
19411,121001,121001,CASCADE RD @ LYNHURST DR,,,,,,,
19412,121004,121004,BENJAMIN E MAYS DR @ WILLIS MILL RD,,,,,,,
19413,121005,121005,BENJAMIN E MAYS DR SW @ PEYTON RD SW,,,,,,,
19414,121010,121010,CAMPBELLTON RD SW @ MAXWELL DR SW,,,,,,,
19415,121011,121011,MEMORIAL DR @ LAUREN PKY,,,,,,,
19416,121012,121012,CAMPBELLTON RD SW@ 2797,,,,,,,
19417,121013,121013,N HAIRSTON RD @ FELLSRIDGE DR,,,,,,,
19418,121014,121014,CAMPBELLTON RD SW@HARBIN RD SW,,,,,,,
19419,121015,121015,N HAIRSTON RD @ OLD HIGHGATE ENTRY,,,,,,,
19420,121017,121017,N HAIRSTON RD@SUMMERVIEW DR,,,,,,,
19421,121018,121018,CAMPBELLTON RD SW @ DODSON DR,,,,,,,
19422,121019,121019,N HAIRSTON RD @ CHATFIELD DR N,,,,,,,
19423,121020,121020,CAMPBELLTON RD SW@SANDRINGHAM DR,,,,,,,
19424,121021,121021,N HAIRSTON RD@SUMMIT LAKE DR,,,,,,,
19425,121024,121024,CAMPBELLTON RD SW@WELLS DR SW,,,,,,,
19426,121025,121025,BENJAMIN E MAYS DR @ BOB WHITE DR,,,,,,,
19427,121026,121026,CAMPBELLTON RD SW@WELLS DR SW,,,,,,,
19428,121030,121030,CAMPBELLTON RD SW@SANDRINGHAM DR SW,,,,,,,
19429,121032,121032,CAMPBELLTON RD SW@DODSON DR,,,,,,,
19430,121036,121036,CAMPBELLTON RD SW@HARBIN RD,,,,,,,
19431,121040,121040,CAMPBELLTON RD SW@MAXWELL DR SW,,,,,,,
19432,121042,121042,LYNHURST DR SW@VALLEYDALE DR SW,,,,,,,
19433,121045,121045,LYNHURST DR SW@MANGUM LN SW,,,,,,,
19434,121046,121046,LYNHURST DR SW@LYNWAY LN SW,,,,,,,
19435,121048,121048,LYNHURST DR SW@CASCADE RD SW,,,,,,,
19436,121050,121050,CASCADE RD SW@CASCADE FALLS DR,,,,,,,
19437,121051,121051,CASCADE RD SW@KINGSDALE DR SW,,,,,,,
19438,121052,121052,CASCADE RD SW@SHANTER TRL SW,,,,,,,
19439,121058,121058,CASCADE RD SW@KINGSDALE DR SW,,,,,,,
19440,121062,121062,CASCADE RD SW @ CASCADE FALLS DR,,,,,,,
19441,121063,121063,CASCADE RD SW @ CHILDRESS DR,,,,,,,
19442,121064,121064,LYNHURST DR SW@MANGUM LN SW,,,,,,,
19443,121066,121066,LYNHURST DR SW@VALLEYDALE DR SW,,,,,,,
19444,121074,121074,HARBIN RD SW@1455,,,,,,,
19445,121076,121076,HARBIN RD SW@1521,,,,,,,
19446,121078,121078,HARBIN RD SW@WRIGHT DR SW,,,,,,,
19447,121080,121080,HARBIN RD SW@1643,,,,,,,
19448,121082,121082,HARBIN RD SW@LAURENS  SW,,,,,,,
19449,121084,121084,HARBIN RD SW@LANDRUM DR SW,,,,,,,
19450,121086,121086,LANDRUM DR SW@DEVON DR SW,,,,,,,
19451,121088,121088,LANDRUM DR @ 2929,,,,,,,
19452,121090,121090,CHILDRESS DR SW@1860,,,,,,,
19453,121092,121092,CHILDRESS DR SW@MCMURRAY DR SW,,,,,,,
19454,121094,121094,CHILDRESS DR SW@2007,,,,,,,
19455,121096,121096,CHILDRESS DR SW@PANTHER TRL,,,,,,,
19456,121100,121100,MT GILEAD RD SW@IMPERIAL CIR SW,,,,,,,
19457,121102,121102,MT GILEAD RD SW@MEADOWLANE DR SW,,,,,,,
19458,121103,121103,MT GILEAD RD@PANTHER TRL,,,,,,,
19459,121108,121108,HARBIN RD SW@1352,,,,,,,
19460,121110,121110,HARBIN RD SW@WRIGHT DR SW,,,,,,,
19461,121112,121112,HARBIN RD SW@1640,,,,,,,
19462,121114,121114,HARBIN RD SW@1652,,,,,,,
19463,121115,121115,HARBIN RD@LAURENS WAY SW,,,,,,,
19464,121116,121116,LANDRUM DR SW@HARBIN RD SW,,,,,,,
19465,121118,121118,LANDRUM DR SW @ DEVON DR SW,,,,,,,
19466,121120,121120,LANDRUM DR SW@CHILDRESS DR SW,,,,,,,
19467,121122,121122,CHILDRESS DR SW@1860,,,,,,,
19468,121124,121124,CHILDRESS DR SW@MCMURRAY DR SW,,,,,,,
19469,121126,121126,CHILDRESS DR SW@2010,,,,,,,
19470,121128,121128,PANTHER TRL SW@CHILDRESS DR SW,,,,,,,
19471,121130,121130,PANTHER TRL SW@STAR MIST DR SW,,,,,,,
19472,121134,121134,MT GILEAD RD SW @ CASCADE PARC BLVD,,,,,,,
19473,121136,121136,CASCADE RD SW @ WILLIS MILL RD SW,,,,,,,
19474,121138,121138,CASCADE RD SW @ DODSON DR SW,,,,,,,
19475,121139,121139,CASCADE RD SW @ WOODLAND TER SW,,,,,,,
19476,121144,121144,CASCADE RD SW @ VELTRE CIR SW,,,,,,,
19477,121153,121153,CASCADE RD SW@LYNWAY LN SW,,,,,,,
19478,121156,121156,CASCADE RD SW @ HARBIN RD SW,,,,,,,
19479,121158,121158,CASCADE RD SW @ HARBIN RD SW,,,,,,,
19480,121162,121162,CASCADE RD SW @ ADAMS DR SW,,,,,,,
19481,121165,121165,CASCADE RD SW@CHILDRESS DR,,,,,,,
19482,121167,121167,CASCADE RD SW@VELTRE CIR,,,,,,,
19483,121168,121168,CASCADE RD SW@WOODLAND TER SW,,,,,,,
19484,121172,121172,CASCADE RD SW@WILLIS MILL RD SW,,,,,,,
19485,121174,121174,CASCADE RD @ SHANTER TRL,,,,,,,
19486,121180,121180,PANTHER TRL@STAR MIST DR,,,,,,,
19487,121192,121192,CASCADE RD@WILLIS MILL RD,,,,,,,
19488,122002,122002,BENJAMIN E MAYS DR SW @ FLAMINGO DR NW,,,,,,,
19489,122003,122003,CAMPBELLTON RD @ 2170,,,,,,,
19490,122005,122005,CAMPBELLTON RD@DELOWE DR,,,,,,,
19491,122006,122006,BEECHER RD SW @ BENJAMIN E MAYS DR SW,,,,,,,
19492,122008,122008,BEECHER RD@MT AIRY DR,,,,,,,
19493,122009,122009,BEECHER RD SW@2359,,,,,,,
19494,122010,122010,CAMPBELLTON RD SW @ BENT CREEK WAY SW,,,,,,,
19495,122011,122011,CAMPBELLTON RD@WILLIS MILL RD,,,,,,,
19496,122014,122014,CAMPBELLTON RD SW@2280,,,,,,,
19497,122028,122028,CAMPBELLTON RD SW@FORT VALLEY DR SW,,,,,,,
19498,122032,122032,CAMPBELLTON RD SW @ WILLOWBROOK DR,,,,,,,
19499,122034,122034,CAMPBELLTON RD SW@VENETIAN DR SW,,,,,,,
19500,122036,122036,CAMPBELLTON RD SW@1473,,,,,,,
19501,122040,122040,CAMPBELLTON RD SW@ALMA ST SW,,,,,,,
19502,122042,122042,CAMPBELLTON RD SW@RIDGEWOOD LN SW,,,,,,,
19503,122044,122044,CAMPBELLTON RD SW@STANTON RD SW,,,,,,,
19504,122048,122048,CAMPBELLTON RD SW @ WILLOWBROOK DR SW,,,,,,,
19505,122050,122050,CAMPBELLTON RD SW@ 1843,,,,,,,
19506,122052,122052,CAMPBELLTON RD SW @ TIMOTHY DR SW,,,,,,,
19507,122054,122054,DELOWE DR SW @ CAMPBELLTON RD SW,,,,,,,
19508,122056,122056,MYRTLE DR @ PLAZA LN,,,,,,,
19509,122058,122058,MYRTLE DR @ 1890,,,,,,,
19510,122060,122060,CAMPBELLTON RD SW@2191,,,,,,,
19511,122062,122062,MYRTLE DR @ 1881,,,,,,,
19512,122064,122064,CAMPBELLTON RD SW@WILLIS MILL RD SW,,,,,,,
19513,122065,122065,CAMPBELLTON RD@2231,,,,,,,
19514,122066,122066,DELOWE DR SW @ DELOWE PL SW,,,,,,,
19515,122072,122072,CAMPBELLTON RD SW@STANTON RD SW,,,,,,,
19516,122074,122074,CAMPBELLTON RD SW@RIDGEWOOD LN SW,,,,,,,
19517,122076,122076,CAMPBELLTON RD SW@ALMA ST SW,,,,,,,
19518,122080,122080,CAMPBELLTON RD SW @ 1469,,,,,,,
