OBJECTID,stop_id,stop_code,stop_name,stop_desc,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
23451,213553,213553,BOULDERCREST RD @ BOULDERCREST PARK DR,,,,,,,
23452,213554,213554,BOULDERCREST RD @ PANTHERSVILLE RD,,,,,,,
23453,213555,213555,ANVILBLOCK RD @ 3199,,,,,,,
23454,213556,213556,BOULEVARD SE @ HAMILTON AVE,,,,,,,
23455,213557,213557,BOULEVARD SE @ ATLANTA AVE,,,,,,,
23456,213558,213558,JACKSON ST @ HIGHLAND AVE,,,,,,,
23457,213559,213559,PARKWAY DR @ HIGHLAND AVE,,,,,,,
23458,213560,213560,PARKWAY DR @ RALPH MCGILL BLVD,,,,,,,
23459,213561,213561,PARKWAY DR @ RALPH MCGILL BLVD,,,,,,,
23460,213562,213562,GLEN IRIS DR @ ANGIER AVE,,,,,,,
23461,213563,213563,GLEN IRIS DR @ ANGIER AVE,,,,,,,
23462,213564,213564,GLEN IRIS DR @ DALLAS ST,,,,,,,
23463,213565,213565,GLEN IRIS DR @ WINTON TER,,,,,,,
23464,213566,213566,NORTH AVE @ GLEN IRIS DR,,,,,,,
23465,213567,213567,PIEDMONT AVE @ ROCK SPRINGS,,,,,,,
23466,213568,213568,PIEDMONT CIR @ PIEDMONT RD,,,,,,,
23467,213569,213569,PIEDMONT RD @ N ROCK SPRINGS RD,,,,,,,
23468,213570,213570,MICHAEL ST @ HOUSTON MILL RD,,,,,,,
23469,213571,213571,SHALLOWFORD RD @ NEW PEACHTREE RD,,,,,,,
23470,213572,213572,SHALLOWFORD RD @ 3548,,,,,,,
23471,213573,213573,SHALLOWFORD RD @ BUFORD HWY,,,,,,,
23472,213574,213574,BRIARCLIFF RD @ BRIARCLIFF WAY,,,,,,,
23473,213575,213575,BRIARCLIFF RD @ HENDERSON MILL RD,,,,,,,
23474,213576,213576,RANCHWOOD DR @ WEEMS RD,,,,,,,
23475,213577,213577,BRIARCLIFF RD @ LAVISTA RD,,,,,,,
23476,213578,213578,EXECUTIVE PARK DR @ N DRUID HILL RD,,,,,,,
23477,213579,213579,EXECUTIVE PARK DR @ 7,,,,,,,
23478,213580,213580,EXECUTIVE PARK DR @ 6,,,,,,,
23479,213581,213581,CHESHIRE BRIDGE RD @ LAVISTA RD,,,,,,,
23480,213582,213582,CHESHIRE BRIDGE RD @ SHERIDAN RD,,,,,,,
23481,213583,213583,CHESHIRE BRIDGE RD @ SHERIDAN RD,,,,,,,
23482,213584,213584,CHESHIRE BRIDGE RD @ LAVISTA RD,,,,,,,
23483,213585,213585,HIGHTOWER RD @ 954,,,,,,,
23484,213586,213586,JAMES JACKSON PKWY @ 954,,,,,,,
23485,213587,213587,MARTIN L KING JR DR @ MARTIN ST,,,,,,,
23486,213588,213588,HILL ST SE @ MARTIN L KING JR DR,,,,,,,
23487,213589,213589,HILL ST @ MARTIN L KING JR DR,,,,,,,
23488,213590,213590,HILLANDALE DR @ PANOLA RD,,,,,,,
23489,213592,213592,MARIETTA BLVD @ 2210,,,,,,,
23490,213593,213593,CAMP CREEK PKWY @ 2900,,,,,,,
23491,213594,213594,BUFFINGTON RD @ 6180,,,,,,,
23492,213595,213595,BUFFINGTON RD @ 6180,,,,,,,
23493,213596,213596,PIEDMONT AVE @ MONROE DR,,,,,,,
23494,213597,213597,PIEDMONT AVE @ CHESHIRE BRIDGE RD,,,,,,,
23495,213598,213598,PIEDMONT RD @ 2135,,,,,,,
23496,213599,213599,TARA BLVD @ COMMERCIAL CT,,,,,,,
23497,213600,213600,TARA BLVD @ FLICKER RD,,,,,,,
23498,213601,213601,TARA BLVD @ BRIDGEPORT LN,,,,,,,
23499,213602,213602,MCDONOUGH RD @ HASTINGS BRIDGE RD,,,,,,,
23500,213603,213603,MILLER RD @ 2910,,,,,,,
23501,213604,213604,CHAPPELL RD @ LAVENDER DR,,,,,,,
23502,213605,213605,CHAPPELL RD @ LAVENDER DR,,,,,,,
23503,213606,213606,NORTH AVE @ ELMWOOD RD,,,,,,,
23504,213607,213607,TARA BLVD @ 11121,,,,,,,
23505,213608,213608,FLAT SHOALS RD @ CANDLER RD,,,,,,,
23506,213609,213609,FLAT SHOALS RD @ BATTLE FORREST DR,,,,,,,
23507,213610,213610,W LAKE AVE @ JOSEPH E BOONE BLVD,,,,,,,
23508,213611,213611,JACKSON ST @ JOHN WESLEY DOBBS AVE,,,,,,,
23509,213612,213612,PEACHTREE RD @ PEACHTREE BLVD,,,,,,,
23510,213613,213613,JACKSON ST @ JOHN WESLEY DOBBS AVE,,,,,,,
23511,213614,213614,CENTRE PKWY @ 3201,,,,,,,
23512,213615,213615,CENTRE PKWY @ 3201,,,,,,,
23513,213616,213616,COVINGTON HWY @ 3408,,,,,,,
23514,213617,213617,JONESBORO RD @ 2220,,,,,,,
23515,213618,213618,JONESBORO RD @ W FAYETTEVILLE RD,,,,,,,
23516,213619,213619,JONESBORO RD @ LAKE RIDGE PKWY,,,,,,,
23517,213620,213620,RIVERDALE PARK & RIDE (ON STREET),,,,,,,
23518,213621,213621,JONESBORO RD @ MCELROY DR,,,,,,,
23519,213622,213622,JONESBORO RD @ LAKE RIDGE PKWY,,,,,,,
23520,213623,213623,JONESBORO RD @ W FAYETTEVILLE RD,,,,,,,
23521,213624,213624,JAMES JACKSON PKWY @ BOLTON RD,,,,,,,
23522,213625,213625,OLD NATIONAL HWY @ WEST RD,,,,,,,
23523,213626,213626,BUFFINGTON RD @ 5355,,,,,,,
23524,213627,213627,BUFFINGTON RD @ 5355,,,,,,,
23525,213628,213628,SR 85 @ POPLAR SPRINGS RD,,,,,,,
23526,213629,213629,N DRUID HILLS RD @ KITTEREDGE PARK RD,,,,,,,
23527,213630,213630,COVINGTON HWY @ 5107,,,,,,,
23528,213631,213631,COVINGTON HWY @ 5130,,,,,,,
23529,213632,213632,REDAN RD @ 5806,,,,,,,
23530,213633,213633,REDAN RD @ 5806,,,,,,,
23531,213634,213634,NORTHSIDE PKWY @ 2334,,,,,,,
23532,213635,213635,CONLEY RD @ CLOUDLAND DR,,,,,,,
23533,213636,213636,CONLEY RD @ CLOUDLAND DR,,,,,,,
23534,213637,213637,REDAN RD @ 4911,,,,,,,
23535,213638,213638,CHUPP RD @ 6698,,,,,,,
23536,213641,213641,PRYOR ST @ RALPH DAVID ABERNATHY BLVD,,,,,,,
23537,555300,555300,SIX FLAGS PKWY @ SERVICE RD,,,,,,,
23538,770045,770045,LANGSTON AVE SW @ SYLVAN RD SW,,,,,,,
23539,770627,770627,WOODLAND HILLS DR @ JANES LN,,,,,,,
23540,771680,771680,MIDWAY RD@2555,,,,,,,
23541,771688,771688,MIDWAY RD@CONWAY RD,,,,,,,
23542,771708,771708,CARTER RD@1433,,,,,,,
23543,772066,772066,GLENWOOD AVE@2225,,,,,,,
23544,772466,772466,RAINBOW DR @ KELLEY CHAPEL RD,,,,,,,
23545,773086,773086,MT VERNON RD@NORTHCHESTER CT,,,,,,,
23546,773140,773140,N PEACHTREE RD @ PEELER RD,,,,,,,
23547,779803,779803,NO PASSENGERS - NORTHEAST EXPY @ CLAIRMONT RD,,,,,,,
23548,779807,779807,NO PASSENGERS - NORTHEAST EXPY @ CLAIRMONT RD,,,,,,,
23549,779811,779811,BANK OF AMERICA LOT,,,,,,,
23550,801500,801500,N INNER LOOP RD @ DELTA BLVD,,,,,,,
23551,801510,801510,N OUTER LOOP RD @ DELTA BLVD,,,,,,,
23552,801520,801520,N INNER LOOP RD @ ATLANTA AVE,,,,,,,
23553,801530,801530,N OUTER LOOP RD @ATLANTA AVE,,,,,,,
23554,900002,900002,ROCKBRIDGE RD@HALWICK WAY,,,,,,,
23555,900003,900003,LINDBERGH DR NE @ PIEDMONT RD NE,,,,,,,
23556,900004,900004,CHESHIRE BRIDGE RD@WOODLAND AVE,,,,,,,
23557,900015,900015,MORELAND AVE @ MANSFIELD AVE,,,,,,,
23558,900016,900016,PERIMETER CTR PL@PERIMETER CTR WEST,,,,,,,
23559,900021,900021,PEACHTREE ST @ PEACHTREE PL,,,,,,,
23560,900026,900026,CONSTITUTION RD @ 960,,,,,,,
23561,900028,900028,S COLUMBIA DR@CONWAY RD,,,,,,,
23562,900030,900030,MOURY AVE@204,,,,,,,
23563,900031,900031,MOURY AVE@204,,,,,,,
23564,900032,900032,MOURY AVE@THIRKELD AVE,,,,,,,
23565,900033,900033,MOURY AVE@MIDDLETON ST,,,,,,,
23566,900043,900043,LINDBERGH WAY NE @ W LINDMONT CT,,,,,,,
23567,900044,900044,LINDBERGH DR NE @ ADINA DR NE,,,,,,,
23568,900045,900045,LINDBERGH DR NE @ MOROSGO WAY,,,,,,,
23569,900050,900050,MORELAND AVE @ DRUID PL,,,,,,,
23570,900051,900051,MORELAND AVE @ MANSFIELD AVE,,,,,,,
23571,900052,900052,MORELAND AVE @ EUCLID AVE,,,,,,,
23572,900053,900053,MORELAND AVE @ 299,,,,,,,
23573,900054,900054,MORELAND AVE @ 299,,,,,,,
23574,900055,900055,MORELAND AVE @ MCLENDON AVE,,,,,,,
23575,900056,900056,MORELAND AVE @ DRUID PL,,,,,,,
23576,900057,900057,MORELAND AVE@NORTH AVE,,,,,,,
23577,900059,900059,MORELAND AVE@NORTH AVE,,,,,,,
23578,900061,900061,COBB PKWY SE@PARKWAY POINTE SE,,,,,,,
23579,900062,900062,EAST LAKE BLVD @ FOREST LAKES AVE,,,,,,,
23580,900063,900063,EAST LAKE BLVD @ MEMORIAL DR,,,,,,,
23581,900069,900069,LANCASTER LN @ SHANNON PKY,,,,,,,
23582,900076,900076,PERIMETER CTR W @ PERIMETER CTR PL,,,,,,,
23583,900077,900077,PERIMETER CTR PL@MEADOW LANE RD,,,,,,,
23584,900079,900079,CUMBERLAND TRANSFER CENTER,,,,,,,
23585,900080,900080,HOWELL MILL RD @ DOWNWOOD CIR NW,,,,,,,
23586,900081,900081,HOWELL MILL RD@MOORES MILL RD,,,,,,,
23587,900083,900083,PERIMETER CTR PL@PERIMETER CTR WEST,,,,,,,
23588,900096,900096,BRIARWOOD RD@1775,,,,,,,
23589,900097,900097,BRIARWOOD RD@1750,,,,,,,
23590,900098,900098,BRIARWOOD RD@BRIARWOOD IND CT,,,,,,,
23591,900099,900099,BRIARWOOD RD@BRIARWOOD IND CT,,,,,,,
23592,900110,900110,GRESHAM RD SE @ FLAT SHOALS RD (WAL-MART),,,,,,,
23593,900111,900111,CASCADE RD @ BEECHER RD,,,,,,,
23594,900113,900113,ASTOR AVE SW@SYLVAN RIDGE DR SW,,,,,,,
23595,900115,900115,FLAT SHOALS RD @ 2555,,,,,,,
23596,900116,900116,FLAT SHOALS RD @ HIDDEN BROOK TRL,,,,,,,
23597,900117,900117,CARRIAGE LANE @ OCEAN VALLEY DR,,,,,,,
23598,900118,900118,W BROAD ST @ SMITH ST,,,,,,,
23599,900119,900119,COBB PKWY @ RIVER PKWY,,,,,,,
23600,900120,900120,COBB PKWY @ RIVERWOOD PKWY,,,,,,,
23601,900121,900121,AKERS MILL@CUMBERLAND BLVD,,,,,,,
23602,900122,900122,AKERS MILL RD @ CUMBERLAND BLVD,,,,,,,
23603,900123,900123,COBB PKWY @ 2980,,,,,,,
23604,900124,900124,COBB PKWY @ CUMBERLAND BLVD,,,,,,,
23605,900125,900125,COBB PKWY @ PACES MILL RD,,,,,,,
23606,900128,900128,NORTHSIDE PKWY NW @ 4111,,,,,,,
23607,900129,900129,TURNER HILL RD @ STONECREST CONCOURSE,,,,,,,
23608,900131,900131,MALL PKWY@STONECREST PROM,,,,,,,
23609,900134,900134,EAST LAKE BLVD SE @ GREENHAVEN DR SE,,,,,,,
23610,900135,900135,LUCILE AVE SW @ MATHEWSON PL SW,,,,,,,
23611,900138,900138,RALPH D ABERNATHY BLVD @ WELLINGTON ST SW,,,,,,,
23612,900139,900139,RALPH D ABERNATHY BLVD @ WELLINGTON ST,,,,,,,
23613,900142,900142,CASCADE AVE SW @ ORLANDO ST SW,,,,,,,
23614,900147,900147,CASCADE AVE SW@ALLEGHENY ST SW,,,,,,,
23615,900149,900149,CASCADE AVE SW@WESTWOOD AVE SW,,,,,,,
23616,900150,900150,CASCADE AVE@ROGERS AVE,,,,,,,
23617,900151,900151,CASCADE AVE SW@OLYMPIAN WAY SW,,,,,,,
23618,900153,900153,CASCADE AVE SW@ALTADENA PL SW,,,,,,,
23619,900155,900155,CASCADE AVE@CASCADE TER,,,,,,,
23620,900156,900156,RALPH D ABERNATHY BLVD @ 1701,,,,,,,
23621,900157,900157,RALPH D ABERNATHY BLVD SW @ WESTVIEW DR SW,,,,,,,
23622,900158,900158,RALPH D ABERNATHY BLVD @ LAUREL AVE,,,,,,,
23623,900163,900163,BEECHER RD SW@SHIRLEY ST SW,,,,,,,
23624,900164,900164,RALPH D ABERNATHY BLVD @ W ONTARIO AVE SW,,,,,,,
23625,900169,900169,BEECHER ST SW@BEECHER CT SW,,,,,,,
23626,900170,900170,BEECHER ST SW@KENNOLIA DR SW,,,,,,,
23627,900171,900171,BEECHER ST SW@SHIRLEY ST SW,,,,,,,
23628,900174,900174,CASCADE AVE SW @ DONNELLY AVE SW,,,,,,,
23629,900175,900175,CASCADE AVE @ RALPH D ABERNATHY BLVD,,,,,,,
23630,900177,900177,CASCADE AVE SW@BEECHER ST SW,,,,,,,
23631,900178,900178,CASCADE AVE SW @ WESTHAVEN DR SW,,,,,,,
23632,900179,900179,CASCADE AVE SW@RICHLAND RD,,,,,,,
23633,900181,900181,CASCADE AVE SW@ CASCADE CIR,,,,,,,
23634,900182,900182,ANDERSON AVE @ 93,,,,,,,
23635,900187,900187,BEECHER RD SW@BEECHER CIR SW,,,,,,,
23636,900188,900188,RALPH D ABERNATHY BLVD @ 1701,,,,,,,
23637,900189,900189,RALPH D ABERNATH BLVD @ WESTVIEW DR SW,,,,,,,
23638,900190,900190,RALPH D ABERNATHY BLVD @ LAUREL AVE SW,,,,,,,
23639,900196,900196,BEECHER RD SW@SHIRLEY ST SW,,,,,,,
23640,900198,900198,BEECHER RD SW@HIGHVIEW RD SW,,,,,,,
23641,900199,900199,AARON ST@PENELOPE RD,,,,,,,
23642,900200,900200,ANDERSON AVE @ MARTIN LUTHER KING J D,,,,,,,
23643,900201,900201,WESTWOOD AVE@WILLARD AVE,,,,,,,
23644,900202,900202,RALPH D ABERNATHY BLVD @ W ONTARIO AVE,,,,,,,
23645,900203,900203,BEECHER RD SW@HIGHVIEW RD SW,,,,,,,
23646,900204,900204,S GORDON ST SW @ ROGERS AVE SW,,,,,,,
23647,900205,900205,BEECHER RD SW@BEECHER CIR,,,,,,,
23648,900206,900206,BEECHER RD SW@RECTOR DR SW,,,,,,,
23649,900207,900207,BEECHER RD@BEECHER CIR,,,,,,,
23650,900208,900208,LUCILE AVE @ RALPH D ABERNATHY BLVD,,,,,,,
23651,900209,900209,CASCADE AVE SW@PINEVIEW TER SW,,,,,,,
23652,900211,900211,CASCADE AVE SW@RICHLAND RD SW,,,,,,,
23653,900212,900212,CASCADE AVE SW@WESTHAVEN DR SW,,,,,,,
23654,900213,900213,WELLINGTON ST @ MARTIN L KING JR DR,,,,,,,
23655,900214,900214,LAUREL AVE SW@MARTIN LUTHER KING J,,,,,,,
23656,900215,900215,LAUREL AVE SW@ARCHER ST SW,,,,,,,
23657,900216,900216,MIMS ST SW@LAUREL AVE SW,,,,,,,
23658,900217,900217,MARTIN L KING JR DR NW @ RACINE ST SW,,,,,,,
23659,900218,900218,MARTIN L KING JR DR NW @ FEDERAL DR SW,,,,,,,
23660,900219,900219,MARTIN L KING JR DR NW @ W LAKE AVE SW,,,,,,,
23661,900220,900220,LUCILE AVE SW @ LANGHORN ST SW,,,,,,,
23662,900221,900221,LUCILE AVE SW @ MUSE ST SW,,,,,,,
23663,900222,900222,LUCILE AVE SW @ MUSE ST SW,,,,,,,
23664,900223,900223,LUCILE AVE SW @ ALTOONA PL SW,,,,,,,
23665,900224,900224,LUCILE AVE SW @ ALTOONA PL SW,,,,,,,
23666,900227,900227,MARTIN L KING JR DR SW @ 2021,,,,,,,
23667,900231,900231,WEST LAKE STATION - WEST LOOP,,,,,,,
23668,900232,900232,WEST LAKE STATION - EAST LOOP,,,,,,,
23669,900234,900234,MARTIN LUTHER KING J DR@LARCHWOOD,,,,,,,
23670,900235,900235,MIMS ST SW @ ALTOONA PL,,,,,,,
23671,900236,900236,PENELOPE RD@ABBEY ST,,,,,,,
23672,900237,900237,HAMILTON E HOLMES DR@RENFRO DR,,,,,,,
23673,900238,900238,S GORDON ST SW @ S OLYMPIAN WAY SW,,,,,,,
23674,900239,900239,WESTWOOD AVE@CASCADE AVE,,,,,,,
23675,900241,900241,RALPH D ABERNATHY BLVD @ MARTIN L KING JR DR,,,,,,,
23676,900244,900244,HARLAN RD SW @ HALDANE DR SW,,,,,,,
23677,900245,900245,MARTIN LUTHER KING J DR @ 1981,,,,,,,
23678,900247,900247,CASCADE AVE@BEECHER ST,,,,,,,
23679,900252,900252,HENDERSON MILL RD@HENDERSON RD,,,,,,,
23680,900253,900253,HENDERSON MILL RD@EVANS RD,,,,,,,
23681,900254,900254,HENDERSON MILL RD@HENDERSON RD,,,,,,,
23682,900255,900255,HENDERSON MILL RD @ BOLERO DR,,,,,,,
23683,900256,900256,HENDERSON MILL RD@KINGS ARMS DR,,,,,,,
23684,900257,900257,HENDERSON MILL RD@BRIARCLIFF WAY,,,,,,,
23685,900259,900259,HENDERSON MILL RD @ FIELDING DR,,,,,,,
23686,900260,900260,NORTHLAKE PKWY @ LAVISTA RD,,,,,,,
23687,900262,900262,NORTHLAKE PKWY @ NORTHLAKE CENTER DR,,,,,,,
23688,900263,900263,NORTHLAKE PKWY @ PARKLAKE DR,,,,,,,
23689,900264,900264,FLOWERS RD S @ UNIVERSITY CIR,,,,,,,
23690,900265,900265,FLOWERS RD S@HOLLINSWOOD DR,,,,,,,
23691,900266,900266,FLOWERS RD S @ 2971,,,,,,,
23692,900267,900267,FLOWERS RD S@HOLLINSWOOD DR,,,,,,,
23693,900269,900269,NORTHLAKE PKWY @ PARKLAKE DR,,,,,,,
23694,900270,900270,NORTHLAKE PKWY @ 3330,,,,,,,
23695,900273,900273,LAVISTA RD @ HENDERSON MILL RD NE,,,,,,,
23696,900274,900274,LAVISTA RD @ MONTREAL RD,,,,,,,
23697,900275,900275,LAVISTA RD @ 3888,,,,,,,
23698,900276,900276,HENDERSON MILL RD @ NORTHLAKE PKWY,,,,,,,
23699,900277,900277,FIELDING DR NE @ HENDERSON MILL RD,,,,,,,
23700,900278,900278,BRIARCLIFF RD NE @ RANDOLPH RD NE,,,,,,,
23701,900279,900279,HENDERSON MILL RD@HENDERSON CREEK,,,,,,,
23702,900280,900280,HENDERSON MILL RD@MIDVALE RD,,,,,,,
23703,900281,900281,HENDERSON MILL RD@LESLIE DR,,,,,,,
23704,900282,900282,HENDERSON MILL RD@LESLIE DR,,,,,,,
23705,900284,900284,BRIARCLIFF RD@HAWTHORNE DR,,,,,,,
23706,900285,900285,MONTREAL RD @ LAVISTA RD,,,,,,,
23707,900287,900287,NORTHLAKE PKWY @ 3350,,,,,,,
23708,900288,900288,NORTHLAKE PKWY @ NORTHLAKE CT,,,,,,,
23709,900289,900289,NORTHLAKE PKWY @ HENDERSON MILL RD,,,,,,,
23710,900290,900290,FLOWERS RD S @ UNIVERSITY CIR,,,,,,,
23711,900292,900292,LAVISTA RD @ PARKLAKE DR,,,,,,,
23712,900293,900293,NORTHLAKE PKY @ 2180,,,,,,,
23713,900294,900294,NORTHLAKE PKY @ 2200,,,,,,,
23714,900295,900295,NORTHLAKE PKWY @ 3421,,,,,,,
23715,900296,900296,NORTHLAKE PKY @ NORTHLAKE CENTER DR,,,,,,,
23716,900297,900297,HENDERSON MILL RD@AMBLEWOOD CT,,,,,,,
23717,900300,900300,IDLEWOOD RD @ 2115,,,,,,,
23718,900302,900302,CHAMBLEE TUCKER RD@CASTLE PINES CT,,,,,,,
23719,900303,900303,CHAMBLEE TUCKER RD@PARK DR,,,,,,,
23720,900306,900306,FLOWERS RD S @ 3155,,,,,,,
23721,900308,900308,FLOWERS RD S @ 2945,,,,,,,
23722,900309,900309,FLOWERS RD@3155,,,,,,,
23723,900310,900310,BRIARCLIFF RD @ BROOKDALE DR,,,,,,,
23724,900311,900311,LAWRENCEVILLE HWY @ SHADY LN,,,,,,,
23725,900312,900312,LAWRENCEVILLE HWY @ 3591,,,,,,,
23726,900313,900313,LAWRENCEVILLE HWY @ WOODBRIAR CIR,,,,,,,
23727,900314,900314,IDLEWOOD RD @ COWAN RD,,,,,,,
23728,900315,900315,CHAMBLEE TUCKER RD @ LIVSEY RD,,,,,,,
23729,900316,900316,CHAMBLEE TUCKER RD@ LIVSEY RD,,,,,,,
23730,900318,900318,CHAMBLEE TUCKER RD@CASTLE PINES CT,,,,,,,
23731,900323,900323,LAWRENCEVILLE HWY@WOODBRIAR CIR,,,,,,,
23732,900324,900324,LAWRENCEVILLE HWY@3591,,,,,,,
23733,900325,900325,LAWRENCEVILLE HWY@SHADY LN,,,,,,,
23734,900326,900326,LAWRENCEVILLE HWY@BROCKETT RD,,,,,,,
23735,900327,900327,CHAMBLEE TUCKER RD@HANNAH RD,,,,,,,
23736,900328,900328,CHAMBLEE TUCKER RD @ MORGAN RD,,,,,,,
23737,900329,900329,CHAMBLEE TUCKER RD@WEBB RD,,,,,,,
23738,900330,900330,CHAMBLEE TUCKER RD@LAVISTA RD,,,,,,,
23739,900332,900332,LAWRENCEVILLE HWY @ FELLOWSHIP RD,,,,,,,
23740,900333,900333,LAWRENCEVILLE HWY @ BROCKETT RD,,,,,,,
23741,900335,900335,MAIN ST @ FIRST AVE,,,,,,,
23742,900341,900341,HOWELL MILL RD NW@2929,,,,,,,
23743,900342,900342,HOWELL MILL RD NW@MOORES MILL RD NW,,,,,,,
23744,900346,900346,CHAMBLEE TUCKER RD@BALL PARK DR,,,,,,,
23745,900347,900347,LAWRENCEVILLE HWY @ TOWNSHIP LN,,,,,,,
23746,900349,900349,MARIETTA BLVD NW @ MOORES MILL RD NW,,,,,,,
23747,900355,900355,BOLTON RD NW@MARIETTA BLVD NW,,,,,,,
23748,900356,900356,LAWRENCEVILLE HWY @ MORRIS AVE,,,,,,,
23749,900357,900357,LAWRENCEVILLE HWY @ FELLOWSHIP RD,,,,,,,
23750,900358,900358,LAWRENCEVILLE HWY@TOWNSHIP LN,,,,,,,
23751,900359,900359,LAWRENCEVILLE @ MAIN ST,,,,,,,
23752,900365,900365,HOWELL MILL RD@PEACHTREE BATTLE AV,,,,,,,
23753,900367,900367,HOWELL MILL RD NW@2760,,,,,,,
23754,900369,900369,LAVISTA RD @ LEHAVEN DR,,,,,,,
23755,900372,900372,HUGH HOWELL RD @ LAWRENCEVILLE HWY,,,,,,,
23756,900375,900375,MARIETTA BLVD @ CORONET WAY,,,,,,,
23757,900378,900378,BOLTON RD NW @ MOORES MILL RD,,,,,,,
23758,900379,900379,BOLTON RD NW @ CORONET WAY NW,,,,,,,
23759,900383,900383,BOLTON RD NW@2356,,,,,,,
23760,900384,900384,HOWELL MILL RD NW@DOWNWOOD CIR NW,,,,,,,
23761,900388,900388,BOLTON RD NW@HOLLYWOOD RD,,,,,,,
23762,900389,900389,HOWELL MILL RD NW@WESTMINSTER CIR N,,,,,,,
23763,900390,900390,HOWELL MILL RD NW@WESTON PL NW,,,,,,,
23764,900392,900392,HOWELL MILL RD NW@SAINT ANNES LN NW,,,,,,,
23765,900393,900393,BOLTON RD NW@COLLINS RD NW,,,,,,,
23766,900394,900394,MARIETTA BLVD NW @ CORONET WAY NW,,,,,,,
23767,900395,900395,BOLTON RD NW @ PAUL AVE NW,,,,,,,
23768,900399,900399,NORTHEAST EXPY @ 2515 (ENTRANCE),,,,,,,
23769,900400,900400,NORTHEAST EXPY @ PEACHWOOD CIR S,,,,,,,
23770,900401,900401,NORTHEAST EXPY @ PEACHWOOD CIR N,,,,,,,
23771,900402,900402,NORTHEAST EXPY @ 2805,,,,,,,
23772,900403,900403,I-85 ACCESS RD SOUTH (N.E. EXPY) @ 2628,,,,,,,
23773,900404,900404,I-85 ACCESS RD SOUTH (N.E. EXPY) @ 2550,,,,,,,
23774,900407,900407,BUFORD HWY@BRAGG ST,,,,,,,
23775,900410,900410,BRIARCLIFF RD @ SHALLOWFORD RD,,,,,,,
23776,900411,900411,I-85 ACCESS @CENTURY BLVD,,,,,,,
23777,900416,900416,CLAIRMONT RD @ W HARDEE AVE,,,,,,,
23778,900417,900417,NORTH DEKALB HEALTH CENTER,,,,,,,
23779,900418,900418,BOLTON RD NW@2353,,,,,,,
23780,900419,900419,BOLTON RD@BARNETT DR,,,,,,,
23781,900420,900420,BOLTON RD NW@BARNETT DR NW,,,,,,,
23782,900421,900421,BOLTON RD NW @ MARIETTA RD NW,,,,,,,
23783,900422,900422,CLAIRMONT RD@CANMONT DR,,,,,,,
23784,900423,900423,CLAIRMONT RD@RAVEN HILL,,,,,,,
23785,900424,900424,CLAIRMONT RD@SKYLAND RD,,,,,,,
23786,900425,900425,NORTHEAST EXPY@2501,,,,,,,
23787,900426,900426,NORTHEAST EXPY @ 2825,,,,,,,
23788,900427,900427,I-85 ACCESS RD SOUTH (N.E. EXPY) @PLASTER RD,,,,,,,
23789,900428,900428,I-85 ACCESS RD SOUTH (N.E. EXPY) @2772,,,,,,,
23790,900429,900429,I-85 ACCESS RD SOUTH (N.E. EXPY) @ 2700,,,,,,,
23791,900431,900431,I-85 ACCESS RD SOUTH (N.E. EXPY) @ 3070,,,,,,,
23792,900432,900432,I-85 ACCESS RD NORTH (N.E. EXPY) @ 3265,,,,,,,
23793,900437,900437,SHALLOWFORD RD NE @ LAKE FLAIR CIR NE (N),,,,,,,
23794,900439,900439,SHALLOWFORD RD NE @ 2865,,,,,,,
23795,900442,900442,CLAIRMONT RD@GEORGIAN DR,,,,,,,
23796,900443,900443,SHALLOWFORD RD NE @ 2739,,,,,,,
23797,900444,900444,NORTHEAST EXPY @ 2515 (EXIT),,,,,,,
23798,900448,900448,HENDERSON MILL RD NE@MILL RIDGE TRL,,,,,,,
23799,900449,900449,HENDERSON MILL RD NE@MIDVALE RD,,,,,,,
23800,900451,900451,PEACHTREE RD @ PEACHTREE MEMORIAL  N,,,,,,,
23801,900452,900452,PEACHTREE RD NW @ BISCAYNE DR NW,,,,,,,
23802,900453,900453,PEACHTREE RD NW @ COLONIAL HOMES DR N,,,,,,,
23803,900454,900454,PEACHTREE RD NW@BISCAYNE DR NW,,,,,,,
23804,900455,900455,PEACHTREE RD @ PEACHTREE MEMORIAL DR,,,,,,,
23805,900456,900456,PEACHTREE RD NW @ PEACHTREE HILLS AVE,,,,,,,
23806,900457,900457,PEACHTREE RD NE @ PEACHTREE BATTLE AVE,,,,,,,
23807,900458,900458,PEACHTREE RD NW@E WESLEY RD NE,,,,,,,
23808,900459,900459,PEACHTREE RD NW@2765,,,,,,,
23809,900460,900460,PEACHTREE RD NW@RUMSON RD NE,,,,,,,
23810,900461,900461,PEACHTREE RD NW@SHERIDAN DR NE,,,,,,,
23811,900466,900466,HOWELL MILL RD NW@GLENBROOK DR NW,,,,,,,
23812,900467,900467,HOWELL MILL RD NW@LONGWOOD DR NW,,,,,,,
23813,900468,900468,HOWELL MILL RD NW@WOODLEY DR NW,,,,,,,
23814,900469,900469,HOWELL MILL RD NW@WELLESLEY DR NW,,,,,,,
23815,900473,900473,HOWELL MILL RD NW@WESLEY DR NW,,,,,,,
23816,900474,900474,HOWELL MILL RD@PEACHTREE BATTLE,,,,,,,
23817,900475,900475,HOWELL MILL RD NW@WESLEY RD NW,,,,,,,
23818,900477,900477,PIEDMONT RD NE @ MIAMI CIR NE,,,,,,,
